,n_req,timestamp,stations,StationName,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce
6235,277,2012-04-25,25,KINGS POINT,53.1,44.8,58.1,40.13438489176157,0.0,7.2,14.0,21.37394211490698,0,0.0,0
6236,1450,2012-04-25,26,LA GUARDIA AIRPORT,54.6,43.0,63.0,28.0,0.0,8.3,14.0,20.0,0,0.0,0
6237,171,2012-04-25,34,NEW YORK CENTRAL PARK,52.9,43.0,62.1,32.2,0.0,2.5,13.0,17.1,0,0.0,0
6238,91,2012-04-25,55,THE BATTERY,53.1,46.9,60.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6291,1380,2012-04-26,26,LA GUARDIA AIRPORT,53.7,46.9,63.0,40.2,0.0,6.6,13.0,20.0,1,0.0,0
6290,226,2012-04-26,25,KINGS POINT,51.8,44.1,59.0,40.13438489176157,0.0,3.3,9.9,16.173333449191855,0,0.0,0
6293,106,2012-04-26,55,THE BATTERY,53.8,49.6,59.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6292,175,2012-04-26,34,NEW YORK CENTRAL PARK,52.0,43.0,59.0,42.4,0.0,4.6,13.0,15.0,1,0.0,0
6289,365,2012-04-26,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,50.5,42.1,59.0,43.9,0.0,7.0,15.0,22.510233693850665,1,0.0,0
6288,284,2012-04-26,3,BERGEN POINT,53.0,46.4,59.4,40.13438489176157,0.0,4.1,8.0,14.06259164001652,0,0.0,0
6343,1389,2012-04-27,26,LA GUARDIA AIRPORT,51.4,46.9,62.1,36.2,0.05,15.3,25.1,35.0,1,0.0,0
6345,98,2012-04-27,55,THE BATTERY,51.1,47.8,55.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6342,203,2012-04-27,25,KINGS POINT,51.6,48.0,55.6,40.13438489176157,0.0,13.3,22.0,31.34816491144679,0,0.0,0
6341,349,2012-04-27,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,51.9,46.9,57.2,36.1,0.06,15.8,25.1,32.1,1,0.0,0
6340,240,2012-04-27,3,BERGEN POINT,51.5,47.8,56.3,40.13438489176157,0.0,12.3,22.9,32.276698769471146,0,0.0,0
6344,153,2012-04-27,34,NEW YORK CENTRAL PARK,50.4,45.0,55.9,37.6,0.07,6.7,21.0,26.0,1,0.0,0
6396,66,2012-04-28,55,THE BATTERY,43.2,40.6,47.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6394,1088,2012-04-28,26,LA GUARDIA AIRPORT,47.9,41.0,61.0,22.5,0.02,11.3,18.1,24.1,0,0.0,0
6395,134,2012-04-28,34,NEW YORK CENTRAL PARK,47.0,37.9,60.1,25.2,0.04,5.8,19.0,27.00948363741809,0,0.0,0
6393,187,2012-04-28,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,47.4,39.9,57.9,23.1,0.0,13.4,22.9,26.0,0,0.0,0
6392,135,2012-04-28,3,BERGEN POINT,47.6,40.5,59.0,40.13438489176157,0.0,8.1,16.9,24.839078271010628,0,0.0,0
6443,93,2012-04-29,3,BERGEN POINT,53.3,46.2,61.9,40.13438489176157,0.0,6.9,18.1,26.09242887244555,0,0.0,0
6444,216,2012-04-29,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,54.1,39.9,64.9,21.1,0.0,10.1,18.1,27.0,0,0.0,0
6445,751,2012-04-29,26,LA GUARDIA AIRPORT,54.7,41.0,63.0,21.0,0.0,9.4,18.1,25.1,0,0.0,0
6446,80,2012-04-29,34,NEW YORK CENTRAL PARK,53.4,44.1,63.0,23.2,0.0,5.0,18.1,25.874326104460913,0,0.0,0
6495,225,2012-04-30,25,KINGS POINT,52.2,46.4,55.4,40.13438489176157,0.0,7.1,13.0,20.203213256807835,0,0.0,0
6497,155,2012-04-30,34,NEW YORK CENTRAL PARK,52.0,42.1,60.1,23.0,0.0,4.0,8.9,15.094437335507289,0,0.0,0
6494,393,2012-04-30,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,51.9,43.0,64.9,19.5,0.0,9.5,18.1,22.0,0,0.0,0
6493,237,2012-04-30,3,BERGEN POINT,52.5,45.9,59.9,40.13438489176157,0.0,8.5,18.1,26.27609436127472,0,0.0,0
6496,1540,2012-04-30,26,LA GUARDIA AIRPORT,53.0,46.0,63.0,19.9,0.0,9.3,15.9,19.0,0,0.0,0
6544,240,2012-05-01,3,BERGEN POINT,57.4,52.7,68.4,40.13438489176157,0.0,4.6,8.0,14.119987105275635,0,0.0,0
6545,360,2012-05-01,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,57.4,50.0,70.0,48.6,0.9,9.6,15.9,17.1,1,0.0,0
6546,240,2012-05-01,25,KINGS POINT,55.8,51.1,65.7,40.13438489176157,0.0,6.4,13.0,20.122859605445075,0,0.0,0
6547,1509,2012-05-01,26,LA GUARDIA AIRPORT,57.2,50.0,68.0,47.3,0.7,8.0,12.0,18.1,1,0.0,0
6548,158,2012-05-01,34,NEW YORK CENTRAL PARK,56.9,46.9,68.0,50.4,0.58,4.2,21.0,29.14431767868357,1,0.0,0
6549,82,2012-05-01,55,THE BATTERY,60.8,53.4,70.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6599,1396,2012-05-02,26,LA GUARDIA AIRPORT,53.6,50.0,68.0,46.7,0.03,8.3,11.1,18.138387819839792,1,0.0,0
6596,190,2012-05-02,3,BERGEN POINT,55.0,51.1,66.9,40.13438489176157,0.0,3.6,6.0,11.686696644662753,0,0.0,0
6597,332,2012-05-02,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,53.7,51.1,70.0,47.5,0.04,7.0,9.9,16.598059892109305,1,0.0,0
6598,225,2012-05-02,25,KINGS POINT,52.7,49.6,63.7,40.13438489176157,0.0,2.6,5.1,10.52858092560193,0,0.0,0
6600,167,2012-05-02,34,NEW YORK CENTRAL PARK,53.0,46.9,62.6,49.3,0.04,5.1,14.0,18.1,1,0.0,0
6601,74,2012-05-02,55,THE BATTERY,55.0,51.6,66.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6651,1169,2012-05-03,26,LA GUARDIA AIRPORT,54.3,50.0,59.0,48.6,0.35,5.4,8.9,15.25514463823281,1,0.0,0
6653,80,2012-05-03,55,THE BATTERY,53.5,51.4,56.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6650,195,2012-05-03,25,KINGS POINT,53.1,51.3,56.3,40.13438489176157,0.0,3.2,7.0,12.800030037502784,0,0.0,0
6649,359,2012-05-03,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,53.1,51.1,57.0,48.8,0.68,6.3,11.1,17.908805958803338,1,0.0,0
6648,197,2012-05-03,3,BERGEN POINT,53.3,51.3,56.1,40.13438489176157,0.0,3.9,7.0,12.880383688865544,0,0.0,0
6652,170,2012-05-03,34,NEW YORK CENTRAL PARK,53.4,46.0,57.9,51.3,0.55,2.6,7.0,12.731155479191846,1,0.0,0
6699,199,2012-05-04,3,BERGEN POINT,59.6,53.6,76.1,40.13438489176157,0.0,3.3,8.0,13.970758895601936,0,0.0,0
6703,156,2012-05-04,34,NEW YORK CENTRAL PARK,59.5,48.9,73.0,56.1,0.1,1.6,12.0,18.412613373910247,1,0.0,0
6700,393,2012-05-04,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,57.2,51.1,69.1,53.6,0.28,5.9,8.9,15.312540103491926,1,0.0,0
6704,92,2012-05-04,55,THE BATTERY,58.3,53.6,72.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6702,1345,2012-05-04,26,LA GUARDIA AIRPORT,60.0,51.1,75.0,53.6,0.26,5.6,9.9,16.437352589383778,1,0.0,0
6701,195,2012-05-04,25,KINGS POINT,58.5,53.6,71.8,40.13438489176157,0.0,4.2,8.0,14.07407073306834,0,0.0,0
6750,118,2012-05-05,3,BERGEN POINT,59.1,56.5,65.7,40.13438489176157,0.0,2.5,7.0,12.719676386140025,0,0.0,0
6752,104,2012-05-05,25,KINGS POINT,57.4,54.3,67.5,40.13438489176157,0.0,3.5,7.0,12.834467316658255,0,0.0,0
6753,785,2012-05-05,26,LA GUARDIA AIRPORT,57.9,53.6,66.9,53.0,0.0,6.5,9.9,16.54066442685019,0,0.0,0
6751,199,2012-05-05,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,57.0,53.1,69.1,53.9,0.07,5.0,11.1,17.759577749129633,1,0.0,0
6755,34,2012-05-05,55,THE BATTERY,59.7,56.1,66.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6754,101,2012-05-05,34,NEW YORK CENTRAL PARK,59.1,48.0,64.0,55.5,0.0,3.0,8.9,14.979646404989062,0,0.0,0
6801,109,2012-05-06,3,BERGEN POINT,57.3,54.5,61.3,40.13438489176157,0.0,4.1,8.0,14.06259164001652,0,0.0,0
6802,199,2012-05-06,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,56.6,53.1,62.1,49.6,0.0,5.6,8.9,15.278102824336456,0,0.0,0
6803,103,2012-05-06,25,KINGS POINT,57.2,55.4,60.3,40.13438489176157,0.0,3.4,9.9,16.184812542243677,0,0.0,0
6804,818,2012-05-06,26,LA GUARDIA AIRPORT,58.5,54.0,64.9,48.5,0.0,6.0,12.0,17.1,0,0.0,0
6805,85,2012-05-06,34,NEW YORK CENTRAL PARK,58.4,46.9,64.0,50.5,0.0,3.1,13.0,19.74404953473492,0,0.0,0
6806,35,2012-05-06,55,THE BATTERY,57.8,55.6,60.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6854,206,2012-05-07,25,KINGS POINT,55.8,51.4,60.4,40.13438489176157,0.0,6.7,14.0,21.31654664964787,0,0.0,0
6853,389,2012-05-07,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,54.6,50.0,62.1,47.6,0.0,6.1,11.1,17.885847772699687,1,0.0,0
6857,87,2012-05-07,55,THE BATTERY,56.1,53.1,60.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6852,256,2012-05-07,3,BERGEN POINT,56.0,51.6,62.2,40.13438489176157,0.0,4.1,8.0,14.06259164001652,0,0.0,0
6855,1446,2012-05-07,26,LA GUARDIA AIRPORT,57.5,53.1,64.9,43.0,0.0,7.3,13.0,20.0,1,0.0,0
6856,161,2012-05-07,34,NEW YORK CENTRAL PARK,56.8,41.0,64.0,43.8,0.0,2.9,6.0,11.606342993299991,1,0.0,0
6908,66,2012-05-08,55,THE BATTERY,58.6,55.6,64.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6905,223,2012-05-08,25,KINGS POINT,58.0,55.4,62.8,40.13438489176157,0.0,13.7,26.0,36.031080343843385,0,0.0,0
6904,333,2012-05-08,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,57.9,55.0,64.0,48.6,0.0,13.9,22.0,28.9,1,0.0,0
6903,292,2012-05-08,3,BERGEN POINT,60.7,56.1,71.1,40.13438489176157,0.0,5.6,8.9,15.278102824336456,0,0.0,0
6907,140,2012-05-08,34,NEW YORK CENTRAL PARK,58.5,50.0,64.9,49.8,0.01,4.4,15.9,20.0,1,0.0,0
6906,1287,2012-05-08,26,LA GUARDIA AIRPORT,58.9,53.1,66.0,47.1,0.0,13.6,21.0,32.1,1,0.0,0
6954,219,2012-05-09,3,BERGEN POINT,64.4,59.0,70.9,40.13438489176157,0.0,3.1,5.1,10.585976390861044,0,0.0,0
6959,86,2012-05-09,55,THE BATTERY,62.8,59.0,68.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
6955,370,2012-05-09,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,59.2,57.2,62.6,56.3,0.09,8.0,13.0,20.30652509427424,1,0.0,0
6957,1705,2012-05-09,26,LA GUARDIA AIRPORT,62.3,55.9,68.0,57.8,0.27,6.3,11.1,17.908805958803338,1,0.0,0
6956,243,2012-05-09,25,KINGS POINT,60.4,57.7,63.9,40.13438489176157,0.0,7.7,16.9,24.79316189880334,0,0.0,0
6958,145,2012-05-09,34,NEW YORK CENTRAL PARK,62.9,53.1,69.1,61.0,0.23,2.6,16.9,24.20772815316037,1,0.0,0
7007,252,2012-05-10,25,KINGS POINT,59.0,55.4,64.0,40.13438489176157,0.0,9.8,21.0,29.78714688958566,0,0.0,0
7005,271,2012-05-10,3,BERGEN POINT,60.9,55.8,68.2,40.13438489176157,0.0,9.4,21.0,29.741230517378373,0,0.0,0
7008,1241,2012-05-10,26,LA GUARDIA AIRPORT,60.7,55.9,68.0,47.8,0.36,11.3,24.1,31.1,1,0.0,0
7009,111,2012-05-10,34,NEW YORK CENTRAL PARK,59.1,53.6,64.9,49.1,0.33,5.0,22.0,24.1,1,0.0,0
7010,65,2012-05-10,55,THE BATTERY,60.6,55.9,65.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7006,337,2012-05-10,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,61.1,55.9,66.9,48.4,1.33,11.5,22.9,34.0,1,0.0,0
7056,199,2012-05-11,3,BERGEN POINT,58.5,50.2,69.3,40.13438489176157,0.0,8.3,14.0,21.500212138477035,0,0.0,0
7057,305,2012-05-11,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,59.7,50.0,71.1,32.1,0.22,12.0,18.1,28.0,0,0.0,0
7058,209,2012-05-11,25,KINGS POINT,57.9,52.0,66.2,40.13438489176157,0.0,10.3,15.0,22.889043764560824,0,0.0,0
7060,143,2012-05-11,34,NEW YORK CENTRAL PARK,58.2,48.9,68.0,34.4,0.19,5.3,14.0,19.0,0,0.0,0
7061,67,2012-05-11,55,THE BATTERY,58.7,51.6,69.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7059,1206,2012-05-11,26,LA GUARDIA AIRPORT,59.5,51.1,71.1,32.1,0.16,12.2,19.0,26.0,0,0.0,0
7107,127,2012-05-12,3,BERGEN POINT,65.1,51.4,78.1,40.13438489176157,0.0,4.2,8.9,15.117395521610934,0,0.0,0
7111,98,2012-05-12,34,NEW YORK CENTRAL PARK,65.0,43.0,77.0,35.6,0.0,3.3,15.9,23.128832039475807,0,0.0,0
7112,45,2012-05-12,55,THE BATTERY,64.5,54.7,75.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7110,797,2012-05-12,26,LA GUARDIA AIRPORT,66.8,51.1,79.0,33.2,0.0,6.6,13.0,17.1,0,0.0,0
7109,125,2012-05-12,25,KINGS POINT,63.1,53.2,73.6,40.13438489176157,0.0,4.2,11.1,17.66774500471505,0,0.0,0
7108,268,2012-05-12,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,64.1,50.0,75.0,36.4,0.0,8.5,17.1,21.0,0,0.0,0
7159,126,2012-05-13,3,BERGEN POINT,71.6,61.2,82.2,40.13438489176157,0.0,4.0,8.0,14.051112546964696,0,0.0,0
7161,102,2012-05-13,25,KINGS POINT,68.7,63.9,74.5,40.13438489176157,0.0,6.2,12.0,18.9406516542941,0,0.0,0
7162,858,2012-05-13,26,LA GUARDIA AIRPORT,72.7,57.0,81.0,44.6,0.0,8.0,15.0,15.9,0,0.0,0
7163,87,2012-05-13,34,NEW YORK CENTRAL PARK,70.9,52.0,80.1,48.1,0.0,3.8,12.0,18.665153421050352,0,0.0,0
7164,42,2012-05-13,55,THE BATTERY,70.3,62.4,77.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7160,209,2012-05-13,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,65.3,50.0,75.0,50.9,0.0,8.7,18.1,26.299052547378363,0,0.0,0
7216,84,2012-05-14,55,THE BATTERY,66.9,63.7,75.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7215,138,2012-05-14,34,NEW YORK CENTRAL PARK,67.7,55.0,73.0,57.9,0.0,3.8,12.0,19.0,1,0.0,0
7211,296,2012-05-14,3,BERGEN POINT,68.6,63.1,78.4,40.13438489176157,0.0,3.9,8.0,14.039633453912874,0,0.0,0
7213,242,2012-05-14,25,KINGS POINT,66.6,63.9,69.4,40.13438489176157,0.0,7.4,12.0,19.078400770915977,0,0.0,0
7214,1379,2012-05-14,26,LA GUARDIA AIRPORT,69.5,64.0,81.0,55.3,0.0,7.5,12.0,15.9,1,0.0,0
7212,401,2012-05-14,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,64.2,57.9,75.0,56.1,0.0,8.1,15.0,20.0,0,0.0,0
7263,216,2012-05-15,3,BERGEN POINT,63.7,61.7,67.5,40.13438489176157,0.0,4.4,8.0,14.097028919171988,0,0.0,0
7264,333,2012-05-15,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,62.0,60.8,63.0,57.5,0.01,11.6,15.9,20.0,1,0.0,0
7265,182,2012-05-15,25,KINGS POINT,63.1,61.5,64.6,40.13438489176157,0.0,9.2,15.0,22.762773740990767,0,0.0,0
7266,1312,2012-05-15,26,LA GUARDIA AIRPORT,63.9,62.6,66.0,57.4,0.01,9.6,15.0,22.0,1,0.0,0
7267,128,2012-05-15,34,NEW YORK CENTRAL PARK,62.8,54.0,64.9,59.9,0.01,3.7,12.0,15.0,1,0.0,0
7268,89,2012-05-15,55,THE BATTERY,63.1,61.7,65.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7318,1377,2012-05-16,26,LA GUARDIA AIRPORT,66.1,60.1,79.0,60.4,0.52,5.1,13.0,19.973631395771374,1,0.0,0
7320,71,2012-05-16,55,THE BATTERY,65.9,61.2,75.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7319,153,2012-05-16,34,NEW YORK CENTRAL PARK,66.4,57.9,78.1,63.2,0.62,2.0,8.9,14.86485547447083,1,0.0,0
7315,317,2012-05-16,3,BERGEN POINT,67.5,60.3,79.5,40.13438489176157,0.0,3.3,7.0,12.811509130554606,0,0.0,0
7316,371,2012-05-16,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,63.8,59.0,72.0,59.9,0.58,6.1,13.0,20.08842232628961,1,0.0,0
7317,260,2012-05-16,25,KINGS POINT,63.9,58.6,73.0,40.13438489176157,0.0,4.7,12.0,18.768465258516763,0,0.0,0
7372,88,2012-05-17,55,THE BATTERY,65.4,55.2,72.9,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7371,126,2012-05-17,34,NEW YORK CENTRAL PARK,65.0,53.1,73.0,45.3,0.09,4.0,14.0,21.00661113724865,0,0.0,0
7368,364,2012-05-17,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,64.5,55.9,73.0,43.9,0.02,9.0,14.0,18.1,0,0.0,0
7369,262,2012-05-17,25,KINGS POINT,63.9,55.2,70.5,40.13438489176157,0.0,6.3,12.0,18.952130747345926,0,0.0,0
7367,246,2012-05-17,3,BERGEN POINT,65.6,55.0,77.7,40.13438489176157,0.0,7.3,15.9,23.58799576154873,0,0.0,0
7370,1306,2012-05-17,26,LA GUARDIA AIRPORT,65.7,55.0,79.0,42.4,0.06,7.9,15.9,22.0,0,0.0,0
7419,227,2012-05-18,3,BERGEN POINT,62.5,56.7,68.4,40.13438489176157,0.0,5.0,8.9,15.20922826602552,0,0.0,0
7420,378,2012-05-18,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,61.0,51.1,73.0,41.0,0.0,6.8,15.9,17.1,0,0.0,0
7421,198,2012-05-18,25,KINGS POINT,61.1,53.1,68.5,40.13438489176157,0.0,4.8,9.9,16.345519844969196,0,0.0,0
7422,1485,2012-05-18,26,LA GUARDIA AIRPORT,63.1,55.0,73.0,40.8,0.0,6.2,12.0,17.1,0,0.0,0
7423,157,2012-05-18,34,NEW YORK CENTRAL PARK,62.1,44.1,71.1,42.1,0.0,3.7,11.1,17.610349539455935,0,0.0,0
7424,108,2012-05-18,55,THE BATTERY,63.6,59.4,67.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7476,65,2012-05-19,55,THE BATTERY,64.1,57.4,75.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7475,132,2012-05-19,34,NEW YORK CENTRAL PARK,64.2,46.9,78.1,43.2,0.0,2.7,15.9,23.05995748116487,0,0.0,0
7474,949,2012-05-19,26,LA GUARDIA AIRPORT,65.3,55.9,79.0,40.2,0.0,4.7,11.1,17.725140469974164,0,0.0,0
7473,130,2012-05-19,25,KINGS POINT,62.9,53.1,76.5,40.13438489176157,0.0,3.2,8.9,15.002604591092705,0,0.0,0
7471,144,2012-05-19,3,BERGEN POINT,63.4,55.2,75.6,40.13438489176157,0.0,4.6,8.0,14.119987105275635,0,0.0,0
7472,232,2012-05-19,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,62.6,51.1,78.1,41.1,0.0,5.4,12.0,18.84881890987952,0,0.0,0
7526,903,2012-05-20,26,LA GUARDIA AIRPORT,65.9,55.9,79.0,43.6,0.0,8.0,19.0,27.262023684558198,0,0.0,0
7523,177,2012-05-20,3,BERGEN POINT,66.6,58.8,76.3,40.13438489176157,0.0,4.5,8.9,15.151832800766403,0,0.0,0
7524,273,2012-05-20,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,66.2,52.0,78.1,41.1,0.0,8.0,18.1,22.0,0,0.0,0
7525,95,2012-05-20,25,KINGS POINT,65.1,56.7,74.3,40.13438489176157,0.0,4.0,8.9,15.094437335507289,0,0.0,0
7528,34,2012-05-20,55,THE BATTERY,69.1,62.4,78.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7527,96,2012-05-20,34,NEW YORK CENTRAL PARK,66.9,46.9,77.0,42.3,0.0,4.1,13.0,15.0,0,0.0,0
7580,86,2012-05-21,55,THE BATTERY,62.9,59.4,71.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7579,122,2012-05-21,34,NEW YORK CENTRAL PARK,60.4,52.0,66.9,55.8,0.0,6.7,13.0,19.0,1,0.0,0
7577,315,2012-05-21,25,KINGS POINT,60.6,58.1,69.1,40.13438489176157,0.0,3.8,7.0,12.868904595813724,0,0.0,0
7578,1386,2012-05-21,26,LA GUARDIA AIRPORT,60.4,57.2,64.0,54.0,0.0,11.6,18.1,22.0,1,0.0,0
7575,292,2012-05-21,3,BERGEN POINT,62.9,59.0,70.5,40.13438489176157,0.0,4.5,7.0,12.949258247176486,0,0.0,0
7576,417,2012-05-21,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,62.7,55.0,78.1,58.1,0.01,8.3,12.0,19.181712608382387,1,0.0,0
7632,83,2012-05-22,55,THE BATTERY,64.5,61.3,71.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7631,144,2012-05-22,34,NEW YORK CENTRAL PARK,63.4,57.9,70.0,61.0,1.62,4.9,13.0,15.9,1,0.0,0
7629,256,2012-05-22,25,KINGS POINT,61.7,59.0,66.9,40.13438489176157,0.0,4.1,8.0,14.06259164001652,0,0.0,0
7628,456,2012-05-22,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,63.7,60.1,69.1,60.2,1.9,5.6,8.9,15.278102824336456,1,0.0,0
7627,687,2012-05-22,3,BERGEN POINT,64.1,61.3,70.3,40.13438489176157,0.0,5.0,11.1,17.759577749129633,0,0.0,0
7630,1393,2012-05-22,26,LA GUARDIA AIRPORT,62.7,57.9,70.0,58.3,1.24,9.7,13.0,20.501669676155235,1,0.0,0
7679,381,2012-05-23,3,BERGEN POINT,69.0,66.4,73.9,40.13438489176157,0.0,3.2,8.0,13.959279802550114,0,0.0,0
7680,388,2012-05-23,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,66.4,61.0,73.9,61.7,0.01,4.3,12.0,18.72254888630947,1,0.0,0
7681,240,2012-05-23,25,KINGS POINT,66.0,63.1,70.9,40.13438489176157,0.0,3.7,11.1,17.610349539455935,0,0.0,0
7682,1450,2012-05-23,26,LA GUARDIA AIRPORT,68.3,59.0,75.0,61.1,0.01,5.5,9.9,14.0,1,0.0,0
7683,189,2012-05-23,34,NEW YORK CENTRAL PARK,67.9,57.0,73.9,63.4,0.04,2.1,8.0,13.83300977898006,0,0.0,0
7684,108,2012-05-23,55,THE BATTERY,67.7,64.0,73.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7732,407,2012-05-24,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,64.5,62.1,73.9,62.7,0.01,7.7,14.0,20.0,1,0.0,0
7734,1386,2012-05-24,26,LA GUARDIA AIRPORT,65.2,62.1,75.0,60.6,0.02,6.8,12.0,22.9,1,0.0,0
7735,171,2012-05-24,34,NEW YORK CENTRAL PARK,64.6,52.0,66.0,63.2,0.03,3.4,11.1,17.575912260300466,1,0.0,0
7736,98,2012-05-24,55,THE BATTERY,65.4,62.8,66.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7731,224,2012-05-24,3,BERGEN POINT,64.7,62.4,66.2,40.13438489176157,0.0,4.1,6.0,11.744092109921867,0,0.0,0
7733,208,2012-05-24,25,KINGS POINT,65.2,63.1,69.6,40.13438489176157,0.0,2.5,6.0,11.560426621092699,0,0.0,0
7788,100,2012-05-25,55,THE BATTERY,65.4,61.7,74.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7785,239,2012-05-25,25,KINGS POINT,62.8,59.9,66.4,40.13438489176157,0.0,3.3,8.0,13.970758895601936,0,0.0,0
7784,396,2012-05-25,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,65.4,62.1,73.9,64.1,0.45,6.4,9.9,16.529185333798367,1,0.0,0
7783,205,2012-05-25,3,BERGEN POINT,65.2,61.7,75.6,40.13438489176157,0.0,3.8,7.0,12.868904595813724,0,0.0,0
7786,1208,2012-05-25,26,LA GUARDIA AIRPORT,63.4,60.1,73.0,59.6,0.51,8.4,11.1,19.0,1,0.0,0
7787,144,2012-05-25,34,NEW YORK CENTRAL PARK,64.7,52.0,73.4,62.8,0.92,3.6,11.1,17.598870446404113,1,0.0,0
7835,150,2012-05-26,3,BERGEN POINT,73.0,66.0,84.4,40.13438489176157,0.0,3.1,8.0,13.947800709498287,0,0.0,0
7836,237,2012-05-26,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,69.4,62.6,79.0,66.2,0.09,6.3,13.0,20.111380512393254,1,0.0,0
7837,102,2012-05-26,25,KINGS POINT,70.6,65.5,80.4,40.13438489176157,0.0,5.1,12.0,18.81438163072405,0,0.0,0
7838,922,2012-05-26,26,LA GUARDIA AIRPORT,73.3,60.1,84.9,65.2,0.0,5.9,12.0,18.906214375138628,1,0.0,0
7839,99,2012-05-26,34,NEW YORK CENTRAL PARK,72.2,57.0,84.0,68.0,0.0,2.9,12.0,18.561841583583945,0,0.0,0
7840,44,2012-05-26,55,THE BATTERY,72.1,66.7,80.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7890,996,2012-05-27,26,LA GUARDIA AIRPORT,74.5,66.0,84.9,62.4,0.3,4.4,15.0,22.211777274503266,1,0.0,0
7892,39,2012-05-27,55,THE BATTERY,72.7,68.9,79.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7891,79,2012-05-27,34,NEW YORK CENTRAL PARK,73.3,60.1,81.0,65.4,0.07,1.4,13.0,19.548904952853924,1,0.0,0
7889,93,2012-05-27,25,KINGS POINT,71.3,64.8,78.8,40.13438489176157,0.0,3.6,9.9,16.20777072834732,0,0.0,0
