,n_req,timestamp,stations,StationName,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce
7887,121,2012-05-27,3,BERGEN POINT,74.1,68.2,80.6,40.13438489176157,0.0,3.4,7.0,12.822988223606432,0,0.0,0
7888,281,2012-05-27,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,71.9,63.0,81.0,64.1,0.19,5.5,9.9,16.42587349633196,1,0.0,0
7940,349,2012-05-28,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.4,68.0,84.9,68.0,0.14,6.6,11.1,17.943243237958807,1,0.0,0
7943,66,2012-05-28,34,NEW YORK CENTRAL PARK,76.8,61.0,89.1,68.0,0.01,1.9,7.0,12.650801827829087,1,0.0,0
7939,120,2012-05-28,3,BERGEN POINT,77.1,70.7,88.3,40.13438489176157,0.0,3.2,8.0,13.959279802550114,0,0.0,0
7942,1151,2012-05-28,26,LA GUARDIA AIRPORT,78.1,68.0,90.0,65.2,0.04,5.3,12.0,15.0,1,0.0,0
7941,115,2012-05-28,25,KINGS POINT,74.9,68.9,86.4,40.13438489176157,0.0,4.3,8.9,15.128874614662758,0,0.0,0
7944,43,2012-05-28,55,THE BATTERY,75.2,70.7,84.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
7991,302,2012-05-29,3,BERGEN POINT,82.8,75.7,91.6,40.13438489176157,0.0,5.1,8.9,15.22070735907734,0,0.0,0
7992,425,2012-05-29,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.9,68.0,84.9,69.8,0.0,8.6,22.0,31.1,0,0.0,0
7993,238,2012-05-29,25,KINGS POINT,77.6,72.5,83.1,40.13438489176157,0.0,6.8,14.0,21.328025742699694,0,0.0,0
7995,165,2012-05-29,34,NEW YORK CENTRAL PARK,81.1,75.0,89.1,69.5,0.0,3.6,8.9,15.048520963299994,0,0.0,0
7994,1841,2012-05-29,26,LA GUARDIA AIRPORT,82.6,71.1,90.0,66.9,0.0,9.3,17.1,21.0,0,0.0,0
7996,81,2012-05-29,55,THE BATTERY,80.7,75.2,88.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8048,93,2012-05-30,55,THE BATTERY,72.6,68.4,83.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8047,157,2012-05-30,34,NEW YORK CENTRAL PARK,71.6,61.0,78.1,65.4,0.22,3.0,11.1,17.529995888093175,1,0.0,0
8045,239,2012-05-30,25,KINGS POINT,71.7,68.7,77.2,40.13438489176157,0.0,3.9,12.0,18.676632514102174,0,0.0,0
8044,498,2012-05-30,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,72.9,69.1,84.0,66.3,0.01,6.4,18.1,22.0,1,0.0,0
8043,339,2012-05-30,3,BERGEN POINT,73.9,69.6,87.4,40.13438489176157,0.0,3.9,11.1,17.633307725559582,0,0.0,0
8046,1700,2012-05-30,26,LA GUARDIA AIRPORT,75.0,70.0,90.0,62.8,0.09,5.2,14.0,25.1,1,0.0,0
8097,278,2012-05-31,25,KINGS POINT,71.0,65.1,77.2,40.13438489176157,0.0,5.0,12.0,18.802902537672228,0,0.0,0
8096,436,2012-05-31,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,72.5,64.4,82.0,57.9,0.0,6.8,14.0,26.0,0,0.0,0
8095,312,2012-05-31,3,BERGEN POINT,72.8,67.5,78.6,40.13438489176157,0.0,6.7,13.0,20.157296884600548,0,0.0,0
8100,77,2012-05-31,55,THE BATTERY,73.4,68.5,79.9,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8099,155,2012-05-31,34,NEW YORK CENTRAL PARK,72.5,59.0,79.0,55.6,0.01,4.0,8.0,15.9,0,0.0,0
8098,1488,2012-05-31,26,LA GUARDIA AIRPORT,73.5,66.9,81.0,56.6,0.0,6.8,12.0,15.9,0,0.0,0
8147,290,2012-06-01,3,BERGEN POINT,68.2,63.9,75.6,40.13438489176157,0.0,8.2,12.0,19.17023351533056,0,0.0,0
8152,80,2012-06-01,55,THE BATTERY,69.4,65.3,76.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8151,174,2012-06-01,34,NEW YORK CENTRAL PARK,66.7,55.9,73.0,51.9,0.0,5.9,15.9,18.1,0,0.0,0
8148,366,2012-06-01,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,67.2,62.1,82.0,53.1,0.0,11.8,21.0,26.0,0,0.0,0
8150,1329,2012-06-01,26,LA GUARDIA AIRPORT,68.2,62.1,80.1,52.2,0.0,11.1,15.9,22.0,0,0.0,0
8149,238,2012-06-01,25,KINGS POINT,67.0,62.2,72.7,40.13438489176157,0.0,4.9,8.9,15.197749172973694,0,0.0,0
8200,247,2012-06-02,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,68.3,62.1,75.9,59.4,1.26,14.4,22.0,29.9,1,0.0,0
8201,164,2012-06-02,25,KINGS POINT,67.2,62.4,72.9,40.13438489176157,0.0,6.9,14.0,21.339504835751512,0,0.0,0
8202,950,2012-06-02,26,LA GUARDIA AIRPORT,69.0,62.1,77.0,58.1,1.1,11.7,21.0,31.1,1,0.0,0
8203,80,2012-06-02,34,NEW YORK CENTRAL PARK,67.0,53.1,73.9,58.6,0.64,5.4,21.0,29.282066795305447,1,0.0,0
8204,47,2012-06-02,55,THE BATTERY,67.7,63.5,72.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8199,210,2012-06-02,3,BERGEN POINT,68.2,63.3,75.0,40.13438489176157,0.0,7.8,13.0,20.283566908170602,0,0.0,0
8255,94,2012-06-03,34,NEW YORK CENTRAL PARK,64.9,55.9,75.9,50.0,0.39,4.4,18.1,22.0,1,0.0,0
8254,844,2012-06-03,26,LA GUARDIA AIRPORT,67.8,62.1,77.0,49.1,0.01,9.1,18.1,33.0,1,0.0,0
8251,107,2012-06-03,3,BERGEN POINT,66.4,56.5,75.0,40.13438489176157,0.0,6.4,14.0,21.2821093704924,0,0.0,0
8252,249,2012-06-03,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,67.7,57.9,78.1,49.6,0.81,9.7,21.0,26.0,1,0.0,0
8253,119,2012-06-03,25,KINGS POINT,66.1,60.1,73.6,40.13438489176157,0.0,7.0,16.9,24.712808247440577,0,0.0,0
8256,37,2012-06-03,55,THE BATTERY,66.9,60.1,73.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8306,1588,2012-06-04,26,LA GUARDIA AIRPORT,62.0,55.9,77.0,52.0,0.01,10.0,14.0,21.0,1,0.0,0
8304,402,2012-06-04,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,61.9,55.4,70.0,52.0,0.0,10.0,15.0,22.0,1,0.0,0
8303,246,2012-06-04,3,BERGEN POINT,61.5,56.8,69.3,40.13438489176157,0.0,6.3,14.0,21.270630277440574,0,0.0,0
8308,75,2012-06-04,55,THE BATTERY,61.9,57.0,67.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8305,223,2012-06-04,25,KINGS POINT,61.1,55.9,66.7,40.13438489176157,0.0,6.3,13.0,20.111380512393254,0,0.0,0
8307,152,2012-06-04,34,NEW YORK CENTRAL PARK,59.9,51.1,64.9,52.2,0.01,6.2,19.0,27.055400009625377,1,0.0,0
8360,118,2012-06-05,55,THE BATTERY,58.4,53.8,63.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8359,127,2012-06-05,34,NEW YORK CENTRAL PARK,57.2,51.1,64.0,47.0,0.18,4.5,18.1,19.0,1,0.0,0
8355,274,2012-06-05,3,BERGEN POINT,58.6,54.1,63.7,40.13438489176157,0.0,8.0,13.0,20.30652509427424,0,0.0,0
8356,446,2012-06-05,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,58.3,51.1,66.9,47.0,0.22,9.0,15.0,18.1,1,0.0,0
8357,271,2012-06-05,25,KINGS POINT,57.6,53.6,62.8,40.13438489176157,0.0,5.2,8.0,14.188861663586572,0,0.0,0
8358,1421,2012-06-05,26,LA GUARDIA AIRPORT,58.3,53.1,64.9,46.9,0.26,8.9,17.1,21.0,0,0.0,0
8407,292,2012-06-06,3,BERGEN POINT,62.8,54.0,72.7,40.13438489176157,0.0,2.8,5.1,10.551539111705576,0,0.0,0
8412,72,2012-06-06,55,THE BATTERY,62.5,57.7,69.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8409,231,2012-06-06,25,KINGS POINT,61.8,56.1,69.6,40.13438489176157,0.0,2.3,11.1,17.449642236730412,0,0.0,0
8411,176,2012-06-06,34,NEW YORK CENTRAL PARK,62.2,52.0,71.1,51.4,0.01,1.7,8.0,13.787093406772769,1,0.0,0
8408,417,2012-06-06,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,61.7,51.1,71.1,52.8,0.0,5.0,15.0,22.280651832814204,0,0.0,0
8410,1459,2012-06-06,26,LA GUARDIA AIRPORT,63.6,53.1,72.0,51.3,0.0,3.3,9.9,16.173333449191855,0,0.0,0
8464,65,2012-06-07,55,THE BATTERY,66.0,61.0,73.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8463,195,2012-06-07,34,NEW YORK CENTRAL PARK,65.7,57.0,77.0,54.5,0.02,2.8,8.0,13.91336343034282,0,0.0,0
8460,380,2012-06-07,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,66.7,53.1,75.9,56.5,0.04,8.4,15.9,22.9,1,0.0,0
8459,248,2012-06-07,3,BERGEN POINT,66.4,60.1,75.6,40.13438489176157,0.0,3.5,8.0,13.99371708170558,0,0.0,0
8461,228,2012-06-07,25,KINGS POINT,66.3,60.4,75.9,40.13438489176157,0.0,4.8,12.0,18.779944351568577,0,0.0,0
8462,1297,2012-06-07,26,LA GUARDIA AIRPORT,67.5,57.0,79.0,54.7,0.0,5.4,13.0,18.1,1,0.0,0
8513,204,2012-06-08,25,KINGS POINT,68.7,61.0,78.3,40.13438489176157,0.0,2.6,8.9,14.933730032781767,0,0.0,0
8515,143,2012-06-08,34,NEW YORK CENTRAL PARK,69.9,51.1,81.0,53.0,0.01,3.0,8.0,13.936321616446467,0,0.0,0
8514,1381,2012-06-08,26,LA GUARDIA AIRPORT,71.5,62.1,82.9,55.2,0.1,4.6,11.1,15.0,0,0.0,0
8512,401,2012-06-08,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,68.7,59.0,78.1,58.1,0.0,7.8,15.0,28.9,0,0.0,0
8511,278,2012-06-08,3,BERGEN POINT,69.6,58.6,81.3,40.13438489176157,0.0,3.8,9.9,16.23072891445097,0,0.0,0
8516,58,2012-06-08,55,THE BATTERY,69.9,63.1,81.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8566,1048,2012-06-09,26,LA GUARDIA AIRPORT,74.4,63.0,82.9,54.8,0.0,5.0,8.0,14.165903477482926,1,0.0,0
8567,142,2012-06-09,34,NEW YORK CENTRAL PARK,71.7,59.0,78.1,53.9,0.0,2.1,11.1,17.42668405062677,1,0.0,0
8565,162,2012-06-09,25,KINGS POINT,71.7,68.5,75.9,40.13438489176157,0.0,2.8,6.0,11.594863900248168,0,0.0,0
8564,285,2012-06-09,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,72.2,59.0,80.1,57.1,0.0,6.5,12.0,18.97508893344957,0,0.0,0
8568,74,2012-06-09,55,THE BATTERY,72.5,67.3,79.9,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8563,143,2012-06-09,3,BERGEN POINT,72.8,66.0,79.3,40.13438489176157,0.0,3.7,9.9,16.219249821399146,0,0.0,0
8618,836,2012-06-10,26,LA GUARDIA AIRPORT,74.2,69.1,82.0,63.1,0.02,4.6,11.1,17.713661376922342,1,0.0,0
8619,72,2012-06-10,34,NEW YORK CENTRAL PARK,73.4,55.9,82.0,61.8,0.0,1.6,13.0,19.57186313895757,0,0.0,0
8616,236,2012-06-10,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,72.6,63.0,80.1,63.6,0.08,4.8,11.1,17.736619563025986,1,0.0,0
8617,109,2012-06-10,25,KINGS POINT,72.1,66.9,81.0,40.13438489176157,0.0,3.0,9.9,16.138896170036386,0,0.0,0
8615,141,2012-06-10,3,BERGEN POINT,74.5,68.0,81.7,40.13438489176157,0.0,3.1,8.0,13.947800709498287,0,0.0,0
8620,44,2012-06-10,55,THE BATTERY,74.2,68.5,79.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8669,1620,2012-06-11,26,LA GUARDIA AIRPORT,71.6,66.2,77.0,58.5,0.0,8.5,15.0,18.1,1,0.0,0
8670,167,2012-06-11,34,NEW YORK CENTRAL PARK,70.2,53.1,77.0,58.3,0.0,4.3,9.9,15.0,0,0.0,0
8667,514,2012-06-11,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,69.2,64.9,80.1,61.6,0.0,9.9,15.0,20.0,0,0.0,0
8666,273,2012-06-11,3,BERGEN POINT,69.5,67.5,72.3,40.13438489176157,0.0,5.6,9.9,16.437352589383778,0,0.0,0
8668,273,2012-06-11,25,KINGS POINT,69.8,65.3,73.9,40.13438489176157,0.0,4.5,8.9,15.151832800766403,0,0.0,0
8671,67,2012-06-11,55,THE BATTERY,69.9,67.8,72.5,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8720,1333,2012-06-12,26,LA GUARDIA AIRPORT,68.5,64.4,73.0,62.5,0.0,9.7,18.1,24.1,1,0.0,0
8721,142,2012-06-12,34,NEW YORK CENTRAL PARK,66.6,62.1,70.0,62.3,0.0,4.9,12.0,15.9,1,0.0,0
8722,78,2012-06-12,55,THE BATTERY,67.6,65.7,70.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8719,214,2012-06-12,25,KINGS POINT,66.8,63.7,70.7,40.13438489176157,0.0,6.8,14.0,21.328025742699694,0,0.0,0
8718,374,2012-06-12,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,66.9,64.0,75.0,63.2,0.0,10.2,15.9,22.9,1,0.0,0
8717,291,2012-06-12,3,BERGEN POINT,68.1,65.7,73.0,40.13438489176157,0.0,5.1,8.9,15.22070735907734,0,0.0,0
8772,156,2012-06-13,34,NEW YORK CENTRAL PARK,66.1,57.0,68.0,63.8,1.32,5.4,12.0,22.0,1,0.0,0
8769,544,2012-06-13,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,66.7,64.4,69.8,65.6,2.33,8.4,14.0,21.0,1,0.0,0
8768,307,2012-06-13,3,BERGEN POINT,67.5,65.5,70.9,40.13438489176157,0.0,7.3,16.9,24.74724552659605,0,0.0,0
8770,253,2012-06-13,25,KINGS POINT,66.1,63.9,67.6,40.13438489176157,0.0,5.3,11.1,17.794015028285102,0,0.0,0
8771,1462,2012-06-13,26,LA GUARDIA AIRPORT,67.2,64.4,71.6,64.8,1.46,10.0,15.0,21.0,1,0.0,0
8773,117,2012-06-13,55,THE BATTERY,67.5,65.7,70.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8823,225,2012-06-14,34,NEW YORK CENTRAL PARK,68.1,57.0,75.9,59.6,0.02,5.8,15.0,18.1,0,0.0,0
8821,255,2012-06-14,25,KINGS POINT,68.1,64.4,75.0,40.13438489176157,0.0,4.4,8.0,14.097028919171988,0,0.0,0
8824,85,2012-06-14,55,THE BATTERY,69.0,66.2,75.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8820,465,2012-06-14,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,67.7,64.0,73.0,62.1,0.12,8.8,15.9,21.0,0,0.0,0
8819,238,2012-06-14,3,BERGEN POINT,68.3,64.9,74.1,40.13438489176157,0.0,6.3,13.0,20.111380512393254,0,0.0,0
8822,1467,2012-06-14,26,LA GUARDIA AIRPORT,69.3,64.4,75.9,60.6,0.04,9.1,15.9,24.1,0,0.0,0
8875,73,2012-06-15,55,THE BATTERY,69.5,64.6,78.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8873,1286,2012-06-15,26,LA GUARDIA AIRPORT,70.3,64.0,79.0,53.8,0.0,6.3,12.0,15.0,0,0.0,0
8872,208,2012-06-15,25,KINGS POINT,69.1,62.1,77.5,40.13438489176157,0.0,3.8,8.0,14.028154360861052,0,0.0,0
8870,280,2012-06-15,3,BERGEN POINT,68.7,63.0,77.4,40.13438489176157,0.0,3.9,9.9,16.24220800750279,0,0.0,0
8874,132,2012-06-15,34,NEW YORK CENTRAL PARK,68.6,53.1,78.1,54.3,0.0,3.4,16.9,24.299560897574953,0,0.0,0
8871,410,2012-06-15,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,68.5,59.0,80.1,53.5,0.0,6.9,14.0,22.9,0,0.0,0
8923,159,2012-06-16,25,KINGS POINT,68.3,62.1,76.5,40.13438489176157,0.0,4.3,11.1,17.67922409776687,0,0.0,0
8924,998,2012-06-16,26,LA GUARDIA AIRPORT,70.2,64.0,79.0,53.0,0.0,7.0,13.0,17.1,0,0.0,0
8925,124,2012-06-16,34,NEW YORK CENTRAL PARK,68.3,55.9,79.0,52.3,0.0,4.0,14.0,21.00661113724865,0,0.0,0
8922,335,2012-06-16,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,67.5,59.0,80.1,53.9,0.0,7.1,13.0,17.1,0,0.0,0
8921,154,2012-06-16,3,BERGEN POINT,68.6,62.4,75.9,40.13438489176157,0.0,4.3,8.9,15.128874614662758,0,0.0,0
8926,57,2012-06-16,55,THE BATTERY,69.4,63.7,76.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
8972,121,2012-06-17,3,BERGEN POINT,64.8,62.4,67.5,40.13438489176157,0.0,4.4,8.9,15.14035370771458,0,0.0,0
8976,93,2012-06-17,34,NEW YORK CENTRAL PARK,64.8,55.9,71.1,55.6,0.0,4.4,13.0,19.89327774440861,0,0.0,0
8973,357,2012-06-17,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,64.2,59.0,79.0,54.3,0.0,8.1,11.1,15.9,0,0.0,0
8975,986,2012-06-17,26,LA GUARDIA AIRPORT,65.3,62.1,79.0,55.7,0.0,7.4,9.9,15.9,0,0.0,0
8974,100,2012-06-17,25,KINGS POINT,64.2,61.3,68.2,40.13438489176157,0.0,4.1,11.1,17.656265911663226,0,0.0,0
8977,55,2012-06-17,55,THE BATTERY,64.9,63.1,67.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9023,288,2012-06-18,3,BERGEN POINT,62.7,57.9,67.1,40.13438489176157,0.0,3.8,8.0,14.028154360861052,0,0.0,0
9026,1534,2012-06-18,26,LA GUARDIA AIRPORT,63.9,59.0,71.1,53.2,0.0,6.6,9.9,17.1,0,0.0,0
9027,201,2012-06-18,34,NEW YORK CENTRAL PARK,62.7,55.9,70.0,52.7,0.0,2.8,7.0,12.754113665295494,0,0.0,0
9025,281,2012-06-18,25,KINGS POINT,62.2,56.7,67.8,40.13438489176157,0.0,4.3,8.9,15.128874614662758,0,0.0,0
9024,432,2012-06-18,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,61.7,55.0,70.0,52.8,0.0,5.6,11.1,17.828452307440568,0,0.0,0
9028,96,2012-06-18,55,THE BATTERY,63.4,60.4,67.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9077,1677,2012-06-19,26,LA GUARDIA AIRPORT,68.3,59.0,78.1,59.2,0.0,8.0,12.0,18.1,0,0.0,0
9076,214,2012-06-19,25,KINGS POINT,66.4,61.9,72.7,40.13438489176157,0.0,7.1,11.1,18.000638703217913,0,0.0,0
9078,171,2012-06-19,34,NEW YORK CENTRAL PARK,67.5,52.0,75.9,59.4,0.0,2.6,8.9,14.933730032781767,0,0.0,0
9079,87,2012-06-19,55,THE BATTERY,67.5,63.9,76.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9075,458,2012-06-19,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,66.4,55.0,73.9,59.4,0.0,7.7,11.1,18.06951326152885,0,0.0,0
9074,306,2012-06-19,3,BERGEN POINT,68.5,63.5,79.7,40.13438489176157,0.0,3.7,6.0,11.698175737714575,0,0.0,0
9128,1694,2012-06-20,26,LA GUARDIA AIRPORT,81.4,64.0,98.1,67.8,0.0,5.8,11.1,15.0,0,0.0,0
9125,194,2012-06-20,3,BERGEN POINT,80.5,70.5,94.6,40.13438489176157,0.0,3.8,11.1,17.621828632507754,0,0.0,0
9130,63,2012-06-20,55,THE BATTERY,78.2,70.3,92.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9126,426,2012-06-20,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.9,62.1,93.9,67.8,0.0,8.4,15.0,22.670940996576185,0,0.0,0
9129,143,2012-06-20,34,NEW YORK CENTRAL PARK,79.6,59.0,93.0,67.5,0.0,2.8,15.9,23.07143657421669,0,0.0,0
9127,231,2012-06-20,25,KINGS POINT,78.4,69.4,93.4,40.13438489176157,0.0,4.2,12.0,18.711069793257643,0,0.0,0
9178,2227,2012-06-21,26,LA GUARDIA AIRPORT,89.2,72.0,98.1,67.4,0.0,8.7,14.0,20.0,0,0.0,0
9180,69,2012-06-21,55,THE BATTERY,86.4,77.2,91.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9179,198,2012-06-21,34,NEW YORK CENTRAL PARK,86.9,72.0,93.0,66.9,0.0,4.0,12.0,20.0,0,0.0,0
9175,272,2012-06-21,3,BERGEN POINT,87.7,80.4,94.8,40.13438489176157,0.0,4.9,9.9,16.356998938021018,0,0.0,0
9176,458,2012-06-21,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,88.3,69.1,97.0,67.8,0.0,8.8,15.0,21.0,0,0.0,0
9177,280,2012-06-21,25,KINGS POINT,85.1,76.8,92.7,40.13438489176157,0.0,3.4,8.0,13.982237988653758,0,0.0,0
9229,137,2012-06-22,34,NEW YORK CENTRAL PARK,82.4,69.1,90.0,68.3,0.0,3.0,8.9,19.0,1,0.0,0
9228,1846,2012-06-22,26,LA GUARDIA AIRPORT,85.1,71.1,98.1,68.4,0.0,7.9,15.9,24.1,1,0.0,0
9225,304,2012-06-22,3,BERGEN POINT,84.2,71.8,92.7,40.13438489176157,0.0,3.3,8.0,13.970758895601936,0,0.0,0
9226,484,2012-06-22,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,82.2,72.0,97.0,69.6,0.0,7.7,28.9,42.0,1,0.0,0
9227,256,2012-06-22,25,KINGS POINT,82.2,73.0,90.9,40.13438489176157,0.0,3.7,13.0,19.81292409304585,0,0.0,0
9230,89,2012-06-22,55,THE BATTERY,81.9,72.0,89.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9279,107,2012-06-23,34,NEW YORK CENTRAL PARK,74.6,68.0,82.0,62.7,0.35,2.9,11.1,17.51851679504135,1,0.0,0
9280,60,2012-06-23,55,THE BATTERY,76.0,71.1,84.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9276,408,2012-06-23,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.0,69.1,93.9,61.6,0.84,7.2,15.0,20.0,1,0.0,0
9275,177,2012-06-23,3,BERGEN POINT,75.8,71.2,83.5,40.13438489176157,0.0,6.0,12.0,18.917693468190453,0,0.0,0
9278,1233,2012-06-23,26,LA GUARDIA AIRPORT,76.6,69.8,84.9,63.2,0.67,6.5,13.0,21.0,1,0.0,0
9277,163,2012-06-23,25,KINGS POINT,74.1,68.4,81.0,40.13438489176157,0.0,4.3,13.0,19.881798651356792,0,0.0,0
9325,161,2012-06-24,3,BERGEN POINT,76.0,66.9,82.8,40.13438489176157,0.0,3.9,12.0,18.676632514102174,0,0.0,0
9327,110,2012-06-24,25,KINGS POINT,74.0,66.0,80.8,40.13438489176157,0.0,3.2,12.0,18.596278862739414,0,0.0,0
9328,1052,2012-06-24,26,LA GUARDIA AIRPORT,76.9,70.0,84.9,56.2,0.11,4.8,13.0,17.1,0,0.0,0
9326,293,2012-06-24,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.4,64.9,87.1,55.8,0.65,6.8,15.0,22.487275507747015,0,0.0,0
9329,74,2012-06-24,34,NEW YORK CENTRAL PARK,74.4,61.0,82.0,55.7,0.0,2.6,11.1,17.48407951588588,0,0.0,0
9330,51,2012-06-24,55,THE BATTERY,76.0,70.0,82.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9376,572,2012-06-25,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,70.9,64.0,82.0,64.3,0.08,8.7,15.0,19.0,1,0.0,0
9377,247,2012-06-25,25,KINGS POINT,70.1,63.7,75.6,40.13438489176157,0.0,5.9,15.0,22.383963670280608,0,0.0,0
9375,417,2012-06-25,3,BERGEN POINT,71.6,65.8,78.1,40.13438489176157,0.0,4.8,15.9,23.301018435253148,0,0.0,0
9378,1409,2012-06-25,26,LA GUARDIA AIRPORT,71.8,64.0,84.9,64.0,0.05,7.6,17.1,25.1,1,0.0,0
9379,161,2012-06-25,34,NEW YORK CENTRAL PARK,68.8,63.0,75.9,63.8,0.08,2.9,12.0,17.1,1,0.0,0
9380,62,2012-06-25,55,THE BATTERY,71.7,67.5,76.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9429,157,2012-06-26,34,NEW YORK CENTRAL PARK,64.5,57.9,72.0,49.6,0.13,4.8,20.0,22.9,0,0.0,0
9430,84,2012-06-26,55,THE BATTERY,66.5,59.9,73.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9425,341,2012-06-26,3,BERGEN POINT,67.0,60.3,73.8,40.13438489176157,0.0,11.7,19.0,27.686750127475644,0,0.0,0
9428,1550,2012-06-26,26,LA GUARDIA AIRPORT,66.5,60.1,73.0,52.0,0.28,13.7,20.0,29.9,0,0.0,0
9427,233,2012-06-26,25,KINGS POINT,65.0,59.5,71.2,40.13438489176157,0.0,10.1,19.0,27.503084638646477,0,0.0,0
9426,429,2012-06-26,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,65.9,57.0,75.9,50.7,1.85,13.7,22.0,28.0,1,0.0,0
9479,1518,2012-06-27,26,LA GUARDIA AIRPORT,73.5,60.1,84.0,48.3,0.0,12.2,19.0,28.0,0,0.0,0
9477,420,2012-06-27,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,73.5,57.0,84.0,46.2,0.0,13.0,20.0,27.0,0,0.0,0
9481,108,2012-06-27,55,THE BATTERY,72.0,64.4,82.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
9476,309,2012-06-27,3,BERGEN POINT,71.3,60.4,81.7,40.13438489176157,0.0,8.6,15.0,22.69389918267983,0,0.0,0
9478,242,2012-06-27,25,KINGS POINT,71.5,66.6,78.8,40.13438489176157,0.0,10.9,15.9,24.001243111414357,0,0.0,0
9480,157,2012-06-27,34,NEW YORK CENTRAL PARK,71.3,62.1,81.0,47.4,0.0,5.8,16.9,21.0,0,0.0,0
9527,299,2012-06-28,3,BERGEN POINT,78.3,68.9,89.8,40.13438489176157,0.0,5.5,12.0,18.860298002931344,0,0.0,0
9531,164,2012-06-28,34,NEW YORK CENTRAL PARK,77.7,64.9,88.0,53.3,0.0,4.9,14.0,18.1,0,0.0,0
9529,267,2012-06-28,25,KINGS POINT,76.2,70.0,85.8,40.13438489176157,0.0,5.6,12.0,18.871777095983163,0,0.0,0
