,n_req,timestamp,stations
11714,1862,2019-04-27,26
11715,243,2019-04-27,34
11716,441,2019-04-27,35
11717,481,2019-04-27,39
11718,1829,2019-04-27,47
11719,133,2019-04-27,55
11720,302,2010-04-28,3
11721,27,2010-04-28,8
11722,535,2010-04-28,24
11723,285,2010-04-28,25
11724,1940,2010-04-28,26
11725,187,2010-04-28,34
11726,325,2010-04-28,35
11727,402,2010-04-28,39
11728,1977,2010-04-28,47
11729,78,2010-04-28,55
11730,298,2011-04-28,3
11731,32,2011-04-28,8
11732,523,2011-04-28,24
11733,235,2011-04-28,25
11734,1439,2011-04-28,26
11735,196,2011-04-28,34
11736,297,2011-04-28,35
11737,384,2011-04-28,39
11738,1490,2011-04-28,47
11739,71,2011-04-28,55
11740,135,2012-04-28,3
11741,27,2012-04-28,8
11742,187,2012-04-28,24
11743,126,2012-04-28,25
11744,1088,2012-04-28,26
11745,134,2012-04-28,34
11746,213,2012-04-28,35
11747,332,2012-04-28,39
11748,1018,2012-04-28,47
11749,66,2012-04-28,55
11750,171,2013-04-28,3
11751,21,2013-04-28,8
11752,225,2013-04-28,24
11753,121,2013-04-28,25
11754,890,2013-04-28,26
11755,134,2013-04-28,34
11756,203,2013-04-28,35
11757,303,2013-04-28,39
11758,1074,2013-04-28,47
11759,63,2013-04-28,55
11760,319,2014-04-28,3
11761,39,2014-04-28,8
11762,430,2014-04-28,24
11763,279,2014-04-28,25
11764,1586,2014-04-28,26
11765,190,2014-04-28,34
11766,386,2014-04-28,35
11767,439,2014-04-28,39
11768,1593,2014-04-28,47
11769,110,2014-04-28,55
11770,385,2015-04-28,3
11771,43,2015-04-28,8
11772,483,2015-04-28,24
11773,288,2015-04-28,25
11774,1622,2015-04-28,26
11775,250,2015-04-28,34
11776,508,2015-04-28,35
11777,507,2015-04-28,39
11778,1906,2015-04-28,47
11779,98,2015-04-28,55
11780,279,2016-04-28,3
11781,32,2016-04-28,8
11782,550,2016-04-28,24
11783,288,2016-04-28,25
11784,1630,2016-04-28,26
11785,306,2016-04-28,34
11786,473,2016-04-28,35
11787,534,2016-04-28,39
11788,1607,2016-04-28,47
11789,82,2016-04-28,55
11790,443,2017-04-28,3
11791,25,2017-04-28,8
11792,549,2017-04-28,24
11793,340,2017-04-28,25
11794,1992,2017-04-28,26
11795,264,2017-04-28,34
11796,416,2017-04-28,35
11797,632,2017-04-28,39
11798,2010,2017-04-28,47
11799,135,2017-04-28,55
11800,284,2018-04-28,3
11801,16,2018-04-28,8
11802,511,2018-04-28,24
11803,390,2018-04-28,25
11804,1738,2018-04-28,26
11805,202,2018-04-28,34
11806,426,2018-04-28,35
11807,404,2018-04-28,39
11808,1619,2018-04-28,47
11809,121,2018-04-28,55
11810,333,2019-04-28,3
11811,53,2019-04-28,8
11812,526,2019-04-28,24
11813,283,2019-04-28,25
11814,1953,2019-04-28,26
11815,206,2019-04-28,34
11816,368,2019-04-28,35
11817,517,2019-04-28,39
11818,1904,2019-04-28,47
11819,138,2019-04-28,55
11820,293,2010-04-29,3
11821,35,2010-04-29,8
11822,485,2010-04-29,24
11823,230,2010-04-29,25
11824,1390,2010-04-29,26
11825,158,2010-04-29,34
11826,273,2010-04-29,35
11827,328,2010-04-29,39
11828,1580,2010-04-29,47
11829,70,2010-04-29,55
11830,243,2011-04-29,3
11831,25,2011-04-29,8
11832,361,2011-04-29,24
11833,218,2011-04-29,25
11834,1238,2011-04-29,26
11835,192,2011-04-29,34
11836,294,2011-04-29,35
11837,341,2011-04-29,39
11838,1364,2011-04-29,47
11839,61,2011-04-29,55
11840,93,2012-04-29,3
11841,15,2012-04-29,8
11842,216,2012-04-29,24
11843,68,2012-04-29,25
11844,751,2012-04-29,26
11845,80,2012-04-29,34
11846,174,2012-04-29,35
11847,221,2012-04-29,39
11848,753,2012-04-29,47
11849,37,2012-04-29,55
11850,226,2013-04-29,3
11851,24,2013-04-29,8
11852,379,2013-04-29,24
11853,262,2013-04-29,25
11854,1466,2013-04-29,26
11855,176,2013-04-29,34
11856,333,2013-04-29,35
11857,354,2013-04-29,39
11858,1439,2013-04-29,47
11859,87,2013-04-29,55
11860,258,2014-04-29,3
11861,38,2014-04-29,8
11862,494,2014-04-29,24
11863,274,2014-04-29,25
11864,1587,2014-04-29,26
11865,176,2014-04-29,34
11866,340,2014-04-29,35
11867,489,2014-04-29,39
11868,1556,2014-04-29,47
11869,96,2014-04-29,55
11870,435,2015-04-29,3
11871,28,2015-04-29,8
11872,526,2015-04-29,24
11873,297,2015-04-29,25
11874,1687,2015-04-29,26
11875,228,2015-04-29,34
11876,524,2015-04-29,35
11877,432,2015-04-29,39
11878,1877,2015-04-29,47
11879,98,2015-04-29,55
11880,247,2016-04-29,3
11881,44,2016-04-29,8
11882,444,2016-04-29,24
11883,257,2016-04-29,25
11884,1721,2016-04-29,26
11885,251,2016-04-29,34
11886,507,2016-04-29,35
11887,641,2016-04-29,39
11888,1739,2016-04-29,47
11889,100,2016-04-29,55
11890,326,2017-04-29,3
11891,37,2017-04-29,8
11892,511,2017-04-29,24
11893,294,2017-04-29,25
11894,2019,2017-04-29,26
11895,252,2017-04-29,34
11896,463,2017-04-29,35
11897,628,2017-04-29,39
11898,1870,2017-04-29,47
11899,101,2017-04-29,55
11900,284,2018-04-29,3
11901,20,2018-04-29,8
11902,459,2018-04-29,24
11903,323,2018-04-29,25
11904,1758,2018-04-29,26
11905,225,2018-04-29,34
11906,399,2018-04-29,35
11907,532,2018-04-29,39
11908,1736,2018-04-29,47
11909,101,2018-04-29,55
11910,503,2019-04-29,3
11911,48,2019-04-29,8
11912,767,2019-04-29,24
11913,448,2019-04-29,25
11914,2438,2019-04-29,26
11915,297,2019-04-29,34
11916,501,2019-04-29,35
11917,520,2019-04-29,39
11918,2467,2019-04-29,47
11919,197,2019-04-29,55
11920,290,2010-04-30,3
11921,28,2010-04-30,8
11922,435,2010-04-30,24
11923,242,2010-04-30,25
11924,1297,2010-04-30,26
11925,217,2010-04-30,34
11926,284,2010-04-30,35
11927,319,2010-04-30,39
11928,1283,2010-04-30,47
11929,97,2010-04-30,55
11930,139,2011-04-30,3
11931,23,2011-04-30,8
11932,224,2011-04-30,24
11933,143,2011-04-30,25
11934,969,2011-04-30,26
11935,118,2011-04-30,34
11936,269,2011-04-30,35
11937,218,2011-04-30,39
11938,901,2011-04-30,47
11939,61,2011-04-30,55
11940,237,2012-04-30,3
11941,19,2012-04-30,8
11942,393,2012-04-30,24
11943,225,2012-04-30,25
11944,1540,2012-04-30,26
11945,155,2012-04-30,34
11946,284,2012-04-30,35
11947,351,2012-04-30,39
11948,1187,2012-04-30,47
11949,108,2012-04-30,55
11950,247,2013-04-30,3
11951,25,2013-04-30,8
11952,400,2013-04-30,24
11953,234,2013-04-30,25
11954,1446,2013-04-30,26
11955,185,2013-04-30,34
11956,292,2013-04-30,35
11957,410,2013-04-30,39
11958,1391,2013-04-30,47
11959,78,2013-04-30,55
11960,445,2014-04-30,3
11961,22,2014-04-30,8
11962,717,2014-04-30,24
11963,248,2014-04-30,25
11964,2011,2014-04-30,26
11965,224,2014-04-30,34
11966,318,2014-04-30,35
11967,514,2014-04-30,39
11968,1968,2014-04-30,47
11969,96,2014-04-30,55
11970,294,2015-04-30,3
11971,24,2015-04-30,8
11972,473,2015-04-30,24
11973,276,2015-04-30,25
11974,1676,2015-04-30,26
11975,210,2015-04-30,34
11976,413,2015-04-30,35
11977,419,2015-04-30,39
11978,1696,2015-04-30,47
11979,104,2015-04-30,55
11980,206,2016-04-30,3
11981,37,2016-04-30,8
11982,424,2016-04-30,24
11983,286,2016-04-30,25
11984,1507,2016-04-30,26
11985,191,2016-04-30,34
11986,495,2016-04-30,35
11987,497,2016-04-30,39
11988,1592,2016-04-30,47
11989,89,2016-04-30,55
11990,266,2017-04-30,3
11991,30,2017-04-30,8
11992,478,2017-04-30,24
11993,222,2017-04-30,25
11994,1752,2017-04-30,26
11995,215,2017-04-30,34
11996,362,2017-04-30,35
11997,474,2017-04-30,39
11998,1666,2017-04-30,47
11999,92,2017-04-30,55
12000,451,2018-04-30,3
12001,51,2018-04-30,8
12002,653,2018-04-30,24
12003,426,2018-04-30,25
12004,2317,2018-04-30,26
12005,269,2018-04-30,34
12006,424,2018-04-30,35
12007,589,2018-04-30,39
12008,2023,2018-04-30,47
12009,133,2018-04-30,55
12010,511,2019-04-30,3
12011,53,2019-04-30,8
12012,690,2019-04-30,24
12013,516,2019-04-30,25
12014,2400,2019-04-30,26
12015,272,2019-04-30,34
12016,491,2019-04-30,35
12017,508,2019-04-30,39
12018,2422,2019-04-30,47
12019,186,2019-04-30,55
12020,164,2010-05-01,3
12021,38,2010-05-01,8
12022,269,2010-05-01,24
12023,133,2010-05-01,25
12024,819,2010-05-01,26
12025,124,2010-05-01,34
12026,274,2010-05-01,35
12027,251,2010-05-01,39
12028,892,2010-05-01,47
12029,64,2010-05-01,55
12030,93,2011-05-01,3
12031,17,2011-05-01,8
12032,209,2011-05-01,24
12033,101,2011-05-01,25
12034,736,2011-05-01,26
12035,115,2011-05-01,34
12036,162,2011-05-01,35
12037,210,2011-05-01,39
12038,824,2011-05-01,47
12039,30,2011-05-01,55
12040,240,2012-05-01,3
12041,31,2012-05-01,8
12042,360,2012-05-01,24
12043,240,2012-05-01,25
12044,1509,2012-05-01,26
12045,158,2012-05-01,34
12046,315,2012-05-01,35
12047,324,2012-05-01,39
12048,1293,2012-05-01,47
12049,82,2012-05-01,55
12050,257,2013-05-01,3
12051,16,2013-05-01,8
12052,410,2013-05-01,24
12053,220,2013-05-01,25
12054,1332,2013-05-01,26
12055,155,2013-05-01,34
12056,379,2013-05-01,35
12057,346,2013-05-01,39
12058,1425,2013-05-01,47
12059,83,2013-05-01,55
12060,617,2014-05-01,3
12061,31,2014-05-01,8
12062,856,2014-05-01,24
12063,349,2014-05-01,25
12064,2093,2014-05-01,26
12065,280,2014-05-01,34
12066,399,2014-05-01,35
12067,439,2014-05-01,39
12068,2064,2014-05-01,47
12069,139,2014-05-01,55
12070,375,2015-05-01,3
12071,50,2015-05-01,8
12072,490,2015-05-01,24
12073,296,2015-05-01,25
12074,1547,2015-05-01,26
12075,260,2015-05-01,34
12076,448,2015-05-01,35
12077,397,2015-05-01,39
12078,1663,2015-05-01,47
12079,140,2015-05-01,55
12080,137,2016-05-01,3
12081,26,2016-05-01,8
12082,318,2016-05-01,24
12083,166,2016-05-01,25
12084,1459,2016-05-01,26
12085,182,2016-05-01,34
12086,295,2016-05-01,35
12087,507,2016-05-01,39
12088,1371,2016-05-01,47
12089,79,2016-05-01,55
12090,466,2017-05-01,3
12091,34,2017-05-01,8
12092,570,2017-05-01,24
12093,348,2017-05-01,25
12094,1947,2017-05-01,26
12095,237,2017-05-01,34
12096,397,2017-05-01,35
12097,493,2017-05-01,39
12098,2057,2017-05-01,47
12099,120,2017-05-01,55
12100,482,2018-05-01,3
12101,39,2018-05-01,8
12102,652,2018-05-01,24
12103,476,2018-05-01,25
12104,2161,2018-05-01,26
12105,345,2018-05-01,34
12106,559,2018-05-01,35
12107,676,2018-05-01,39
12108,2140,2018-05-01,47
12109,174,2018-05-01,55
12110,450,2019-05-01,3
12111,51,2019-05-01,8
12112,713,2019-05-01,24
12113,551,2019-05-01,25
12114,2136,2019-05-01,26
12115,288,2019-05-01,34
12116,562,2019-05-01,35
12117,529,2019-05-01,39
12118,2318,2019-05-01,47
12119,175,2019-05-01,55
12120,176,2010-05-02,3
12121,22,2010-05-02,8
12122,253,2010-05-02,24
12123,150,2010-05-02,25
12124,939,2010-05-02,26
12125,86,2010-05-02,34
12126,166,2010-05-02,35
12127,303,2010-05-02,39
12128,904,2010-05-02,47
12129,52,2010-05-02,55
12130,244,2011-05-02,3
12131,20,2011-05-02,8
12132,374,2011-05-02,24
12133,259,2011-05-02,25
12134,1512,2011-05-02,26
12135,178,2011-05-02,34
12136,238,2011-05-02,35
12137,450,2011-05-02,39
12138,1489,2011-05-02,47
12139,90,2011-05-02,55
12140,190,2012-05-02,3
12141,29,2012-05-02,8
12142,332,2012-05-02,24
12143,225,2012-05-02,25
12144,1396,2012-05-02,26
12145,167,2012-05-02,34
12146,257,2012-05-02,35
12147,380,2012-05-02,39
12148,1307,2012-05-02,47
12149,74,2012-05-02,55
12150,215,2013-05-02,3
12151,21,2013-05-02,8
12152,326,2013-05-02,24
12153,191,2013-05-02,25
12154,1294,2013-05-02,26
12155,189,2013-05-02,34
12156,289,2013-05-02,35
12157,386,2013-05-02,39
12158,1344,2013-05-02,47
12159,65,2013-05-02,55
12160,359,2014-05-02,3
12161,45,2014-05-02,8
12162,505,2014-05-02,24
12163,242,2014-05-02,25
12164,1507,2014-05-02,26
12165,190,2014-05-02,34
12166,364,2014-05-02,35
12167,467,2014-05-02,39
12168,1643,2014-05-02,47
12169,100,2014-05-02,55
12170,246,2015-05-02,3
12171,48,2015-05-02,8
12172,312,2015-05-02,24
12173,267,2015-05-02,25
12174,1354,2015-05-02,26
12175,184,2015-05-02,34
12176,341,2015-05-02,35
12177,363,2015-05-02,39
12178,1226,2015-05-02,47
12179,77,2015-05-02,55
12180,262,2016-05-02,3
12181,22,2016-05-02,8
12182,507,2016-05-02,24
12183,295,2016-05-02,25
12184,1897,2016-05-02,26
12185,286,2016-05-02,34
12186,498,2016-05-02,35
12187,502,2016-05-02,39
12188,1835,2016-05-02,47
12189,150,2016-05-02,55
12190,430,2017-05-02,3
12191,35,2017-05-02,8
12192,534,2017-05-02,24
12193,365,2017-05-02,25
12194,1968,2017-05-02,26
12195,293,2017-05-02,34
12196,482,2017-05-02,35
12197,459,2017-05-02,39
12198,2117,2017-05-02,47
12199,139,2017-05-02,55
12200,484,2018-05-02,3
12201,32,2018-05-02,8
12202,651,2018-05-02,24
12203,454,2018-05-02,25
12204,2200,2018-05-02,26
12205,266,2018-05-02,34
12206,462,2018-05-02,35
12207,649,2018-05-02,39
12208,2351,2018-05-02,47
12209,181,2018-05-02,55
12210,490,2019-05-02,3
12211,57,2019-05-02,8
12212,683,2019-05-02,24
12213,543,2019-05-02,25
12214,2139,2019-05-02,26
12215,254,2019-05-02,34
12216,479,2019-05-02,35
12217,467,2019-05-02,39
12218,2316,2019-05-02,47
12219,149,2019-05-02,55
12220,396,2010-05-03,3
12221,34,2010-05-03,8
12222,522,2010-05-03,24
12223,367,2010-05-03,25
12224,2154,2010-05-03,26
12225,197,2010-05-03,34
12226,321,2010-05-03,35
12227,429,2010-05-03,39
12228,1849,2010-05-03,47
12229,90,2010-05-03,55
12230,304,2011-05-03,3
12231,23,2011-05-03,8
12232,412,2011-05-03,24
12233,304,2011-05-03,25
12234,1621,2011-05-03,26
12235,212,2011-05-03,34
12236,307,2011-05-03,35
12237,375,2011-05-03,39
12238,1558,2011-05-03,47
12239,81,2011-05-03,55
12240,197,2012-05-03,3
12241,28,2012-05-03,8
12242,359,2012-05-03,24
12243,195,2012-05-03,25
12244,1169,2012-05-03,26
12245,170,2012-05-03,34
12246,336,2012-05-03,35
12247,338,2012-05-03,39
12248,1341,2012-05-03,47
12249,80,2012-05-03,55
12250,270,2013-05-03,3
12251,26,2013-05-03,8
12252,363,2013-05-03,24
12253,261,2013-05-03,25
12254,1462,2013-05-03,26
12255,132,2013-05-03,34
12256,277,2013-05-03,35
12257,330,2013-05-03,39
12258,1526,2013-05-03,47
12259,114,2013-05-03,55
12260,214,2014-05-03,3
12261,33,2014-05-03,8
12262,386,2014-05-03,24
12263,165,2014-05-03,25
12264,1094,2014-05-03,26
12265,161,2014-05-03,34
12266,379,2014-05-03,35
12267,404,2014-05-03,39
12268,1357,2014-05-03,47
12269,63,2014-05-03,55
12270,204,2015-05-03,3
12271,48,2015-05-03,8
12272,335,2015-05-03,24
12273,219,2015-05-03,25
12274,1588,2015-05-03,26
12275,177,2015-05-03,34
12276,308,2015-05-03,35
12277,448,2015-05-03,39
12278,1451,2015-05-03,47
12279,76,2015-05-03,55
12280,321,2016-05-03,3
12281,48,2016-05-03,8
12282,428,2016-05-03,24
12283,304,2016-05-03,25
12284,1910,2016-05-03,26
12285,325,2016-05-03,34
12286,600,2016-05-03,35
12287,508,2016-05-03,39
12288,2159,2016-05-03,47
12289,148,2016-05-03,55
12290,400,2017-05-03,3
12291,28,2017-05-03,8
12292,594,2017-05-03,24
12293,349,2017-05-03,25
12294,1799,2017-05-03,26
12295,244,2017-05-03,34
12296,504,2017-05-03,35
12297,463,2017-05-03,39
12298,1888,2017-05-03,47
12299,146,2017-05-03,55
12300,449,2018-05-03,3
12301,44,2018-05-03,8
12302,702,2018-05-03,24
12303,453,2018-05-03,25
12304,2291,2018-05-03,26
12305,276,2018-05-03,34
12306,449,2018-05-03,35
12307,555,2018-05-03,39
12308,2292,2018-05-03,47
12309,162,2018-05-03,55
12310,403,2019-05-03,3
12311,31,2019-05-03,8
12312,676,2019-05-03,24
12313,504,2019-05-03,25
12314,2097,2019-05-03,26
12315,343,2019-05-03,34
12316,454,2019-05-03,35
12317,630,2019-05-03,39
12318,2254,2019-05-03,47
12319,155,2019-05-03,55
12320,332,2010-05-04,3
12321,25,2010-05-04,8
12322,457,2010-05-04,24
12323,285,2010-05-04,25
12324,1582,2010-05-04,26
12325,155,2010-05-04,34
12326,324,2010-05-04,35
12327,469,2010-05-04,39
12328,1688,2010-05-04,47
12329,123,2010-05-04,55
12330,231,2011-05-04,3
12331,30,2011-05-04,8
12332,408,2011-05-04,24
12333,233,2011-05-04,25
12334,1632,2011-05-04,26
12335,201,2011-05-04,34
12336,238,2011-05-04,35
12337,513,2011-05-04,39
12338,1342,2011-05-04,47
12339,100,2011-05-04,55
12340,199,2012-05-04,3
12341,18,2012-05-04,8
12342,393,2012-05-04,24
12343,195,2012-05-04,25
12344,1345,2012-05-04,26
12345,156,2012-05-04,34
12346,261,2012-05-04,35
12347,384,2012-05-04,39
12348,1361,2012-05-04,47
12349,92,2012-05-04,55
12350,194,2013-05-04,3
12351,30,2013-05-04,8
12352,279,2013-05-04,24
12353,146,2013-05-04,25
12354,885,2013-05-04,26
12355,141,2013-05-04,34
12356,311,2013-05-04,35
12357,327,2013-05-04,39
12358,1018,2013-05-04,47
12359,106,2013-05-04,55
12360,182,2014-05-04,3
12361,24,2014-05-04,8
12362,339,2014-05-04,24
12363,122,2014-05-04,25
12364,1064,2014-05-04,26
12365,162,2014-05-04,34
12366,289,2014-05-04,35
12367,356,2014-05-04,39
12368,1075,2014-05-04,47
12369,65,2014-05-04,55
12370,363,2015-05-04,3
12371,32,2015-05-04,8
12372,497,2015-05-04,24
12373,306,2015-05-04,25
12374,1691,2015-05-04,26
12375,223,2015-05-04,34
12376,387,2015-05-04,35
12377,547,2015-05-04,39
12378,2067,2015-05-04,47
12379,118,2015-05-04,55
12380,243,2016-05-04,3
12381,32,2016-05-04,8
12382,519,2016-05-04,24
12383,265,2016-05-04,25
12384,1795,2016-05-04,26
12385,227,2016-05-04,34
12386,507,2016-05-04,35
12387,496,2016-05-04,39
12388,1791,2016-05-04,47
12389,187,2016-05-04,55
12390,406,2017-05-04,3
12391,50,2017-05-04,8
12392,548,2017-05-04,24
12393,345,2017-05-04,25
12394,1878,2017-05-04,26
12395,278,2017-05-04,34
12396,511,2017-05-04,35
12397,500,2017-05-04,39
12398,1909,2017-05-04,47
12399,134,2017-05-04,55
12400,440,2018-05-04,3
12401,41,2018-05-04,8
12402,638,2018-05-04,24
12403,429,2018-05-04,25
12404,2182,2018-05-04,26
12405,283,2018-05-04,34
12406,492,2018-05-04,35
12407,554,2018-05-04,39
12408,2208,2018-05-04,47
12409,199,2018-05-04,55
12410,303,2019-05-04,3
12411,31,2019-05-04,8
12412,483,2019-05-04,24
12413,331,2019-05-04,25
12414,1842,2019-05-04,26
12415,244,2019-05-04,34
12416,462,2019-05-04,35
12417,498,2019-05-04,39
12418,1810,2019-05-04,47
12419,88,2019-05-04,55
12420,283,2010-05-05,3
12421,36,2010-05-05,8
12422,412,2010-05-05,24
12423,321,2010-05-05,25
12424,1805,2010-05-05,26
12425,203,2010-05-05,34
12426,295,2010-05-05,35
12427,435,2010-05-05,39
12428,1586,2010-05-05,47
12429,69,2010-05-05,55
12430,282,2011-05-05,3
12431,38,2011-05-05,8
12432,391,2011-05-05,24
12433,302,2011-05-05,25
12434,1384,2011-05-05,26
12435,232,2011-05-05,34
12436,308,2011-05-05,35
12437,382,2011-05-05,39
12438,1467,2011-05-05,47
12439,91,2011-05-05,55
12440,118,2012-05-05,3
12441,16,2012-05-05,8
12442,199,2012-05-05,24
12443,104,2012-05-05,25
12444,785,2012-05-05,26
12445,101,2012-05-05,34
12446,245,2012-05-05,35
12447,212,2012-05-05,39
12448,760,2012-05-05,47
12449,34,2012-05-05,55
12450,143,2013-05-05,3
12451,16,2013-05-05,8
12452,195,2013-05-05,24
12453,126,2013-05-05,25
12454,982,2013-05-05,26
12455,128,2013-05-05,34
12456,203,2013-05-05,35
12457,332,2013-05-05,39
12458,950,2013-05-05,47
12459,57,2013-05-05,55
12460,345,2014-05-05,3
12461,30,2014-05-05,8
12462,500,2014-05-05,24
12463,292,2014-05-05,25
12464,1792,2014-05-05,26
12465,195,2014-05-05,34
12466,345,2014-05-05,35
12467,405,2014-05-05,39
12468,1728,2014-05-05,47
12469,158,2014-05-05,55
12470,462,2015-05-05,3
12471,37,2015-05-05,8
12472,553,2015-05-05,24
12473,315,2015-05-05,25
12474,1745,2015-05-05,26
12475,275,2015-05-05,34
12476,444,2015-05-05,35
12477,419,2015-05-05,39
12478,1902,2015-05-05,47
12479,95,2015-05-05,55
12480,307,2016-05-05,3
12481,36,2016-05-05,8
12482,481,2016-05-05,24
12483,333,2016-05-05,25
12484,1774,2016-05-05,26
12485,259,2016-05-05,34
12486,534,2016-05-05,35
12487,526,2016-05-05,39
12488,1830,2016-05-05,47
12489,143,2016-05-05,55
12490,663,2017-05-05,3
12491,44,2017-05-05,8
12492,597,2017-05-05,24
12493,396,2017-05-05,25
12494,2185,2017-05-05,26
12495,214,2017-05-05,34
12496,409,2017-05-05,35
12497,472,2017-05-05,39
12498,2078,2017-05-05,47
12499,208,2017-05-05,55
12500,322,2018-05-05,3
12501,26,2018-05-05,8
12502,522,2018-05-05,24
12503,297,2018-05-05,25
12504,1848,2018-05-05,26
12505,239,2018-05-05,34
12506,457,2018-05-05,35
12507,588,2018-05-05,39
12508,1846,2018-05-05,47
12509,123,2018-05-05,55
12510,263,2019-05-05,3
12511,35,2019-05-05,8
12512,453,2019-05-05,24
12513,331,2019-05-05,25
12514,1638,2019-05-05,26
12515,169,2019-05-05,34
12516,277,2019-05-05,35
12517,445,2019-05-05,39
12518,1593,2019-05-05,47
12519,110,2019-05-05,55
12520,320,2010-05-06,3
12521,34,2010-05-06,8
12522,425,2010-05-06,24
12523,274,2010-05-06,25
12524,1718,2010-05-06,26
12525,148,2010-05-06,34
12526,362,2010-05-06,35
12527,437,2010-05-06,39
12528,1602,2010-05-06,47
12529,74,2010-05-06,55
12530,273,2011-05-06,3
12531,33,2011-05-06,8
12532,410,2011-05-06,24
12533,214,2011-05-06,25
12534,1232,2011-05-06,26
12535,146,2011-05-06,34
12536,245,2011-05-06,35
12537,374,2011-05-06,39
12538,1401,2011-05-06,47
12539,77,2011-05-06,55
12540,109,2012-05-06,3
