,n_req,timestamp,stations
16447,391,2012-06-14,39
16448,1422,2012-06-14,47
16449,85,2012-06-14,55
16450,282,2013-06-14,3
16451,22,2013-06-14,8
16452,427,2013-06-14,24
16453,243,2013-06-14,25
16454,1417,2013-06-14,26
16455,203,2013-06-14,34
16456,293,2013-06-14,35
16457,378,2013-06-14,39
16458,1449,2013-06-14,47
16459,91,2013-06-14,55
16460,286,2014-06-14,3
16461,36,2014-06-14,8
16462,430,2014-06-14,24
16463,209,2014-06-14,25
16464,1315,2014-06-14,26
16465,154,2014-06-14,34
16466,307,2014-06-14,35
16467,518,2014-06-14,39
16468,1350,2014-06-14,47
16469,71,2014-06-14,55
16470,201,2015-06-14,3
16471,16,2015-06-14,8
16472,434,2015-06-14,24
16473,141,2015-06-14,25
16474,1595,2015-06-14,26
16475,145,2015-06-14,34
16476,228,2015-06-14,35
16477,523,2015-06-14,39
16478,1531,2015-06-14,47
16479,75,2015-06-14,55
16480,384,2016-06-14,3
16481,48,2016-06-14,8
16482,618,2016-06-14,24
16483,346,2016-06-14,25
16484,1912,2016-06-14,26
16485,232,2016-06-14,34
16486,485,2016-06-14,35
16487,490,2016-06-14,39
16488,2237,2016-06-14,47
16489,147,2016-06-14,55
16490,382,2017-06-14,3
16491,35,2017-06-14,8
16492,625,2017-06-14,24
16493,398,2017-06-14,25
16494,2104,2017-06-14,26
16495,217,2017-06-14,34
16496,443,2017-06-14,35
16497,485,2017-06-14,39
16498,2134,2017-06-14,47
16499,157,2017-06-14,55
16500,443,2018-06-14,3
16501,28,2018-06-14,8
16502,718,2018-06-14,24
16503,474,2018-06-14,25
16504,2208,2018-06-14,26
16505,374,2018-06-14,34
16506,481,2018-06-14,35
16507,586,2018-06-14,39
16508,2257,2018-06-14,47
16509,175,2018-06-14,55
16510,491,2019-06-14,3
16511,31,2019-06-14,8
16512,696,2019-06-14,24
16513,521,2019-06-14,25
16514,2269,2019-06-14,26
16515,294,2019-06-14,34
16516,602,2019-06-14,35
16517,623,2019-06-14,39
16518,2620,2019-06-14,47
16519,171,2019-06-14,55
16520,272,2010-06-15,3
16521,29,2010-06-15,8
16522,477,2010-06-15,24
16523,307,2010-06-15,25
16524,1782,2010-06-15,26
16525,164,2010-06-15,34
16526,300,2010-06-15,35
16527,432,2010-06-15,39
16528,1637,2010-06-15,47
16529,67,2010-06-15,55
16530,336,2011-06-15,3
16531,28,2011-06-15,8
16532,386,2011-06-15,24
16533,257,2011-06-15,25
16534,1427,2011-06-15,26
16535,164,2011-06-15,34
16536,238,2011-06-15,35
16537,405,2011-06-15,39
16538,1609,2011-06-15,47
16539,90,2011-06-15,55
16540,280,2012-06-15,3
16541,34,2012-06-15,8
16542,410,2012-06-15,24
16543,208,2012-06-15,25
16544,1286,2012-06-15,26
16545,132,2012-06-15,34
16546,279,2012-06-15,35
16547,330,2012-06-15,39
16548,1354,2012-06-15,47
16549,73,2012-06-15,55
16550,205,2013-06-15,3
16551,15,2013-06-15,8
16552,275,2013-06-15,24
16553,195,2013-06-15,25
16554,1099,2013-06-15,26
16555,153,2013-06-15,34
16556,306,2013-06-15,35
16557,401,2013-06-15,39
16558,1111,2013-06-15,47
16559,47,2013-06-15,55
16560,194,2014-06-15,3
16561,10,2014-06-15,8
16562,519,2014-06-15,24
16563,234,2014-06-15,25
16564,1521,2014-06-15,26
16565,147,2014-06-15,34
16566,188,2014-06-15,35
16567,477,2014-06-15,39
16568,1360,2014-06-15,47
16569,52,2014-06-15,55
16570,398,2015-06-15,3
16571,34,2015-06-15,8
16572,573,2015-06-15,24
16573,340,2015-06-15,25
16574,2062,2015-06-15,26
16575,227,2015-06-15,34
16576,420,2015-06-15,35
16577,403,2015-06-15,39
16578,1980,2015-06-15,47
16579,111,2015-06-15,55
16580,365,2016-06-15,3
16581,52,2016-06-15,8
16582,582,2016-06-15,24
16583,353,2016-06-15,25
16584,1871,2016-06-15,26
16585,254,2016-06-15,34
16586,602,2016-06-15,35
16587,584,2016-06-15,39
16588,1949,2016-06-15,47
16589,189,2016-06-15,55
16590,397,2017-06-15,3
16591,29,2017-06-15,8
16592,581,2017-06-15,24
16593,445,2017-06-15,25
16594,1917,2017-06-15,26
16595,277,2017-06-15,34
16596,415,2017-06-15,35
16597,487,2017-06-15,39
16598,1930,2017-06-15,47
16599,181,2017-06-15,55
16600,405,2018-06-15,3
16601,33,2018-06-15,8
16602,668,2018-06-15,24
16603,389,2018-06-15,25
16604,2013,2018-06-15,26
16605,228,2018-06-15,34
16606,362,2018-06-15,35
16607,591,2018-06-15,39
16608,2127,2018-06-15,47
16609,139,2018-06-15,55
16610,393,2019-06-15,3
16611,46,2019-06-15,8
16612,676,2019-06-15,24
16613,339,2019-06-15,25
16614,2410,2019-06-15,26
16615,237,2019-06-15,34
16616,480,2019-06-15,35
16617,757,2019-06-15,39
16618,2176,2019-06-15,47
16619,104,2019-06-15,55
16620,302,2010-06-16,3
16621,25,2010-06-16,8
16622,441,2010-06-16,24
16623,289,2010-06-16,25
16624,1585,2010-06-16,26
16625,139,2010-06-16,34
16626,282,2010-06-16,35
16627,325,2010-06-16,39
16628,1609,2010-06-16,47
16629,80,2010-06-16,55
16630,256,2011-06-16,3
16631,27,2011-06-16,8
16632,436,2011-06-16,24
16633,257,2011-06-16,25
16634,1532,2011-06-16,26
16635,189,2011-06-16,34
16636,331,2011-06-16,35
16637,349,2011-06-16,39
16638,1463,2011-06-16,47
16639,102,2011-06-16,55
16640,154,2012-06-16,3
16641,17,2012-06-16,8
16642,335,2012-06-16,24
16643,159,2012-06-16,25
16644,998,2012-06-16,26
16645,124,2012-06-16,34
16646,237,2012-06-16,35
16647,288,2012-06-16,39
16648,960,2012-06-16,47
16649,57,2012-06-16,55
16650,182,2013-06-16,3
16651,18,2013-06-16,8
16652,367,2013-06-16,24
16653,133,2013-06-16,25
16654,1100,2013-06-16,26
16655,105,2013-06-16,34
16656,180,2013-06-16,35
16657,311,2013-06-16,39
16658,1174,2013-06-16,47
16659,43,2013-06-16,55
16660,424,2014-06-16,3
16661,31,2014-06-16,8
16662,483,2014-06-16,24
16663,303,2014-06-16,25
16664,1863,2014-06-16,26
16665,191,2014-06-16,34
16666,327,2014-06-16,35
16667,463,2014-06-16,39
16668,1975,2014-06-16,47
16669,112,2014-06-16,55
16670,372,2015-06-16,3
16671,37,2015-06-16,8
16672,573,2015-06-16,24
16673,348,2015-06-16,25
16674,2098,2015-06-16,26
16675,229,2015-06-16,34
16676,396,2015-06-16,35
16677,536,2015-06-16,39
16678,1986,2015-06-16,47
16679,135,2015-06-16,55
16680,388,2016-06-16,3
16681,44,2016-06-16,8
16682,552,2016-06-16,24
16683,304,2016-06-16,25
16684,1656,2016-06-16,26
16685,298,2016-06-16,34
16686,470,2016-06-16,35
16687,477,2016-06-16,39
16688,1901,2016-06-16,47
16689,115,2016-06-16,55
16690,380,2017-06-16,3
16691,21,2017-06-16,8
16692,505,2017-06-16,24
16693,328,2017-06-16,25
16694,1914,2017-06-16,26
16695,237,2017-06-16,34
16696,347,2017-06-16,35
16697,412,2017-06-16,39
16698,1923,2017-06-16,47
16699,142,2017-06-16,55
16700,395,2018-06-16,3
16701,31,2018-06-16,8
16702,579,2018-06-16,24
16703,383,2018-06-16,25
16704,2119,2018-06-16,26
16705,219,2018-06-16,34
16706,382,2018-06-16,35
16707,685,2018-06-16,39
16708,1852,2018-06-16,47
16709,146,2018-06-16,55
16710,315,2019-06-16,3
16711,38,2019-06-16,8
16712,799,2019-06-16,24
16713,421,2019-06-16,25
16714,2580,2019-06-16,26
16715,201,2019-06-16,34
16716,364,2019-06-16,35
16717,718,2019-06-16,39
16718,2175,2019-06-16,47
16719,115,2019-06-16,55
16720,270,2010-06-17,3
16721,20,2010-06-17,8
16722,456,2010-06-17,24
16723,230,2010-06-17,25
16724,1544,2010-06-17,26
16725,171,2010-06-17,34
16726,281,2010-06-17,35
16727,341,2010-06-17,39
16728,1355,2010-06-17,47
16729,63,2010-06-17,55
16730,270,2011-06-17,3
16731,25,2011-06-17,8
16732,418,2011-06-17,24
16733,306,2011-06-17,25
16734,1344,2011-06-17,26
16735,143,2011-06-17,34
16736,266,2011-06-17,35
16737,367,2011-06-17,39
16738,1436,2011-06-17,47
16739,89,2011-06-17,55
16740,121,2012-06-17,3
16741,20,2012-06-17,8
16742,357,2012-06-17,24
16743,100,2012-06-17,25
16744,986,2012-06-17,26
16745,93,2012-06-17,34
16746,139,2012-06-17,35
16747,277,2012-06-17,39
16748,900,2012-06-17,47
16749,55,2012-06-17,55
16750,336,2013-06-17,3
16751,24,2013-06-17,8
16752,476,2013-06-17,24
16753,233,2013-06-17,25
16754,1506,2013-06-17,26
16755,172,2013-06-17,34
16756,252,2013-06-17,35
16757,402,2013-06-17,39
16758,1561,2013-06-17,47
16759,93,2013-06-17,55
16760,339,2014-06-17,3
16761,41,2014-06-17,8
16762,511,2014-06-17,24
16763,328,2014-06-17,25
16764,1725,2014-06-17,26
16765,202,2014-06-17,34
16766,367,2014-06-17,35
16767,503,2014-06-17,39
16768,1885,2014-06-17,47
16769,104,2014-06-17,55
16770,325,2015-06-17,3
16771,36,2015-06-17,8
16772,544,2015-06-17,24
16773,339,2015-06-17,25
16774,1814,2015-06-17,26
16775,253,2015-06-17,34
16776,424,2015-06-17,35
16777,582,2015-06-17,39
16778,1844,2015-06-17,47
16779,125,2015-06-17,55
16780,329,2016-06-17,3
16781,60,2016-06-17,8
16782,493,2016-06-17,24
16783,337,2016-06-17,25
16784,1747,2016-06-17,26
16785,244,2016-06-17,34
16786,497,2016-06-17,35
16787,568,2016-06-17,39
16788,1895,2016-06-17,47
16789,114,2016-06-17,55
16790,354,2017-06-17,3
16791,29,2017-06-17,8
16792,478,2017-06-17,24
16793,296,2017-06-17,25
16794,1888,2017-06-17,26
16795,215,2017-06-17,34
16796,384,2017-06-17,35
16797,439,2017-06-17,39
16798,1662,2017-06-17,47
16799,132,2017-06-17,55
16800,275,2018-06-17,3
16801,37,2018-06-17,8
16802,742,2018-06-17,24
16803,365,2018-06-17,25
16804,2318,2018-06-17,26
16805,182,2018-06-17,34
16806,282,2018-06-17,35
16807,724,2018-06-17,39
16808,1946,2018-06-17,47
16809,77,2018-06-17,55
16810,508,2019-06-17,3
16811,36,2019-06-17,8
16812,773,2019-06-17,24
16813,565,2019-06-17,25
16814,2718,2019-06-17,26
16815,286,2019-06-17,34
16816,541,2019-06-17,35
16817,568,2019-06-17,39
16818,2761,2019-06-17,47
16819,169,2019-06-17,55
16820,261,2010-06-18,3
16821,25,2010-06-18,8
16822,389,2010-06-18,24
16823,237,2010-06-18,25
16824,1323,2010-06-18,26
16825,161,2010-06-18,34
16826,255,2010-06-18,35
16827,398,2010-06-18,39
16828,1198,2010-06-18,47
16829,77,2010-06-18,55
16830,156,2011-06-18,3
16831,12,2011-06-18,8
16832,293,2011-06-18,24
16833,190,2011-06-18,25
16834,1070,2011-06-18,26
16835,125,2011-06-18,34
16836,215,2011-06-18,35
16837,287,2011-06-18,39
16838,929,2011-06-18,47
16839,56,2011-06-18,55
16840,288,2012-06-18,3
16841,29,2012-06-18,8
16842,432,2012-06-18,24
16843,281,2012-06-18,25
16844,1534,2012-06-18,26
16845,201,2012-06-18,34
16846,261,2012-06-18,35
16847,398,2012-06-18,39
16848,1552,2012-06-18,47
16849,96,2012-06-18,55
16850,316,2013-06-18,3
16851,35,2013-06-18,8
16852,474,2013-06-18,24
16853,276,2013-06-18,25
16854,1461,2013-06-18,26
16855,160,2013-06-18,34
16856,338,2013-06-18,35
16857,359,2013-06-18,39
16858,1639,2013-06-18,47
16859,79,2013-06-18,55
16860,331,2014-06-18,3
16861,59,2014-06-18,8
16862,563,2014-06-18,24
16863,331,2014-06-18,25
16864,1948,2014-06-18,26
16865,197,2014-06-18,34
16866,323,2014-06-18,35
16867,589,2014-06-18,39
16868,1710,2014-06-18,47
16869,159,2014-06-18,55
16870,316,2015-06-18,3
16871,59,2015-06-18,8
16872,493,2015-06-18,24
16873,308,2015-06-18,25
16874,1657,2015-06-18,26
16875,243,2015-06-18,34
16876,429,2015-06-18,35
16877,410,2015-06-18,39
16878,1770,2015-06-18,47
16879,108,2015-06-18,55
16880,271,2016-06-18,3
16881,27,2016-06-18,8
16882,529,2016-06-18,24
16883,267,2016-06-18,25
16884,1726,2016-06-18,26
16885,232,2016-06-18,34
16886,464,2016-06-18,35
16887,650,2016-06-18,39
16888,1739,2016-06-18,47
16889,103,2016-06-18,55
16890,251,2017-06-18,3
16891,11,2017-06-18,8
16892,628,2017-06-18,24
16893,310,2017-06-18,25
16894,2192,2017-06-18,26
16895,176,2017-06-18,34
16896,258,2017-06-18,35
16897,614,2017-06-18,39
16898,1908,2017-06-18,47
16899,105,2017-06-18,55
16900,478,2018-06-18,3
16901,27,2018-06-18,8
16902,728,2018-06-18,24
16903,472,2018-06-18,25
16904,2404,2018-06-18,26
16905,287,2018-06-18,34
16906,442,2018-06-18,35
16907,594,2018-06-18,39
16908,2226,2018-06-18,47
16909,165,2018-06-18,55
16910,550,2019-06-18,3
16911,26,2019-06-18,8
16912,783,2019-06-18,24
16913,516,2019-06-18,25
16914,2282,2019-06-18,26
16915,258,2019-06-18,34
16916,411,2019-06-18,35
16917,564,2019-06-18,39
16918,2449,2019-06-18,47
16919,124,2019-06-18,55
16920,148,2010-06-19,3
16921,14,2010-06-19,8
16922,266,2010-06-19,24
16923,135,2010-06-19,25
16924,1011,2010-06-19,26
16925,120,2010-06-19,34
16926,186,2010-06-19,35
16927,285,2010-06-19,39
16928,873,2010-06-19,47
16929,70,2010-06-19,55
16930,124,2011-06-19,3
16931,17,2011-06-19,8
16932,242,2011-06-19,24
16933,116,2011-06-19,25
16934,801,2011-06-19,26
16935,84,2011-06-19,34
16936,109,2011-06-19,35
16937,217,2011-06-19,39
16938,852,2011-06-19,47
16939,39,2011-06-19,55
16940,306,2012-06-19,3
16941,14,2012-06-19,8
16942,458,2012-06-19,24
16943,214,2012-06-19,25
16944,1677,2012-06-19,26
16945,171,2012-06-19,34
16946,368,2012-06-19,35
16947,351,2012-06-19,39
16948,1392,2012-06-19,47
16949,87,2012-06-19,55
16950,285,2013-06-19,3
16951,40,2013-06-19,8
16952,415,2013-06-19,24
16953,300,2013-06-19,25
16954,1426,2013-06-19,26
16955,164,2013-06-19,34
16956,398,2013-06-19,35
16957,389,2013-06-19,39
16958,1516,2013-06-19,47
16959,92,2013-06-19,55
16960,325,2014-06-19,3
16961,44,2014-06-19,8
16962,507,2014-06-19,24
16963,300,2014-06-19,25
16964,1712,2014-06-19,26
16965,174,2014-06-19,34
16966,347,2014-06-19,35
16967,488,2014-06-19,39
16968,1740,2014-06-19,47
16969,114,2014-06-19,55
16970,361,2015-06-19,3
16971,52,2015-06-19,8
16972,492,2015-06-19,24
16973,288,2015-06-19,25
16974,1709,2015-06-19,26
16975,200,2015-06-19,34
16976,447,2015-06-19,35
16977,479,2015-06-19,39
16978,1734,2015-06-19,47
16979,117,2015-06-19,55
16980,198,2016-06-19,3
16981,19,2016-06-19,8
16982,584,2016-06-19,24
16983,254,2016-06-19,25
16984,1960,2016-06-19,26
16985,154,2016-06-19,34
16986,342,2016-06-19,35
16987,658,2016-06-19,39
16988,1790,2016-06-19,47
16989,134,2016-06-19,55
16990,497,2017-06-19,3
16991,31,2017-06-19,8
16992,670,2017-06-19,24
16993,458,2017-06-19,25
16994,2327,2017-06-19,26
16995,263,2017-06-19,34
16996,374,2017-06-19,35
16997,476,2017-06-19,39
16998,2119,2017-06-19,47
16999,148,2017-06-19,55
17000,506,2018-06-19,3
17001,39,2018-06-19,8
17002,748,2018-06-19,24
17003,470,2018-06-19,25
17004,2489,2018-06-19,26
17005,266,2018-06-19,34
17006,494,2018-06-19,35
17007,554,2018-06-19,39
17008,2403,2018-06-19,47
17009,173,2018-06-19,55
17010,564,2019-06-19,3
17011,25,2019-06-19,8
17012,670,2019-06-19,24
17013,462,2019-06-19,25
17014,2273,2019-06-19,26
17015,353,2019-06-19,34
17016,496,2019-06-19,35
17017,524,2019-06-19,39
17018,2421,2019-06-19,47
17019,180,2019-06-19,55
17020,105,2010-06-20,3
17021,20,2010-06-20,8
17022,295,2010-06-20,24
17023,107,2010-06-20,25
17024,888,2010-06-20,26
17025,62,2010-06-20,34
17026,135,2010-06-20,35
17027,322,2010-06-20,39
17028,788,2010-06-20,47
17029,62,2010-06-20,55
17030,313,2011-06-20,3
17031,21,2011-06-20,8
17032,502,2011-06-20,24
17033,241,2011-06-20,25
17034,1597,2011-06-20,26
17035,199,2011-06-20,34
17036,277,2011-06-20,35
17037,352,2011-06-20,39
17038,1487,2011-06-20,47
17039,99,2011-06-20,55
17040,194,2012-06-20,3
17041,22,2012-06-20,8
17042,426,2012-06-20,24
17043,231,2012-06-20,25
17044,1694,2012-06-20,26
17045,143,2012-06-20,34
17046,273,2012-06-20,35
17047,541,2012-06-20,39
17048,1350,2012-06-20,47
17049,63,2012-06-20,55
17050,298,2013-06-20,3
17051,26,2013-06-20,8
17052,440,2013-06-20,24
17053,259,2013-06-20,25
17054,1393,2013-06-20,26
17055,193,2013-06-20,34
17056,350,2013-06-20,35
17057,379,2013-06-20,39
17058,1452,2013-06-20,47
17059,68,2013-06-20,55
17060,322,2014-06-20,3
17061,30,2014-06-20,8
17062,466,2014-06-20,24
17063,362,2014-06-20,25
17064,1593,2014-06-20,26
17065,201,2014-06-20,34
17066,336,2014-06-20,35
17067,496,2014-06-20,39
17068,1749,2014-06-20,47
17069,103,2014-06-20,55
17070,213,2015-06-20,3
17071,23,2015-06-20,8
17072,447,2015-06-20,24
17073,233,2015-06-20,25
17074,1459,2015-06-20,26
17075,232,2015-06-20,34
17076,326,2015-06-20,35
17077,464,2015-06-20,39
17078,1398,2015-06-20,47
17079,79,2015-06-20,55
17080,365,2016-06-20,3
17081,43,2016-06-20,8
17082,601,2016-06-20,24
17083,368,2016-06-20,25
17084,2001,2016-06-20,26
17085,237,2016-06-20,34
17086,524,2016-06-20,35
17087,596,2016-06-20,39
17088,2015,2016-06-20,47
17089,121,2016-06-20,55
17090,477,2017-06-20,3
17091,39,2017-06-20,8
17092,622,2017-06-20,24
17093,472,2017-06-20,25
17094,2016,2017-06-20,26
17095,230,2017-06-20,34
17096,424,2017-06-20,35
17097,481,2017-06-20,39
17098,1867,2017-06-20,47
17099,127,2017-06-20,55
17100,515,2018-06-20,3
17101,32,2018-06-20,8
17102,704,2018-06-20,24
17103,488,2018-06-20,25
17104,2226,2018-06-20,26
17105,239,2018-06-20,34
17106,497,2018-06-20,35
17107,506,2018-06-20,39
17108,2275,2018-06-20,47
17109,204,2018-06-20,55
17110,504,2019-06-20,3
17111,60,2019-06-20,8
17112,619,2019-06-20,24
17113,470,2019-06-20,25
17114,2459,2019-06-20,26
17115,274,2019-06-20,34
17116,506,2019-06-20,35
17117,520,2019-06-20,39
17118,2626,2019-06-20,47
17119,159,2019-06-20,55
17120,268,2010-06-21,3
17121,48,2010-06-21,8
17122,544,2010-06-21,24
17123,275,2010-06-21,25
17124,1849,2010-06-21,26
17125,172,2010-06-21,34
17126,261,2010-06-21,35
17127,514,2010-06-21,39
17128,1547,2010-06-21,47
17129,79,2010-06-21,55
17130,329,2011-06-21,3
17131,22,2011-06-21,8
17132,409,2011-06-21,24
17133,270,2011-06-21,25
17134,1661,2011-06-21,26
17135,152,2011-06-21,34
17136,356,2011-06-21,35
17137,313,2011-06-21,39
17138,1738,2011-06-21,47
17139,76,2011-06-21,55
17140,272,2012-06-21,3
17141,25,2012-06-21,8
17142,458,2012-06-21,24
17143,280,2012-06-21,25
17144,2227,2012-06-21,26
17145,198,2012-06-21,34
17146,343,2012-06-21,35
17147,719,2012-06-21,39
17148,1384,2012-06-21,47
17149,69,2012-06-21,55
17150,287,2013-06-21,3
17151,20,2013-06-21,8
17152,378,2013-06-21,24
17153,228,2013-06-21,25
17154,1319,2013-06-21,26
17155,172,2013-06-21,34
17156,303,2013-06-21,35
17157,346,2013-06-21,39
17158,1457,2013-06-21,47
17159,107,2013-06-21,55
17160,275,2014-06-21,3
17161,50,2014-06-21,8
17162,388,2014-06-21,24
17163,334,2014-06-21,25
17164,1378,2014-06-21,26
17165,167,2014-06-21,34
17166,345,2014-06-21,35
17167,502,2014-06-21,39
17168,1417,2014-06-21,47
17169,67,2014-06-21,55
17170,155,2015-06-21,3
17171,19,2015-06-21,8
17172,437,2015-06-21,24
17173,183,2015-06-21,25
17174,1698,2015-06-21,26
17175,168,2015-06-21,34
17176,186,2015-06-21,35
17177,438,2015-06-21,39
17178,1563,2015-06-21,47
17179,76,2015-06-21,55
17180,342,2016-06-21,3
17181,35,2016-06-21,8
17182,638,2016-06-21,24
17183,371,2016-06-21,25
17184,1946,2016-06-21,26
17185,246,2016-06-21,34
17186,463,2016-06-21,35
17187,462,2016-06-21,39
17188,2087,2016-06-21,47
17189,148,2016-06-21,55
17190,461,2017-06-21,3
17191,28,2017-06-21,8
17192,548,2017-06-21,24
17193,415,2017-06-21,25
17194,2099,2017-06-21,26
17195,235,2017-06-21,34
17196,480,2017-06-21,35
17197,471,2017-06-21,39
17198,2041,2017-06-21,47
17199,173,2017-06-21,55
17200,478,2018-06-21,3
17201,34,2018-06-21,8
17202,731,2018-06-21,24
17203,459,2018-06-21,25
17204,2192,2018-06-21,26
17205,285,2018-06-21,34
17206,433,2018-06-21,35
17207,512,2018-06-21,39
17208,2180,2018-06-21,47
17209,192,2018-06-21,55
17210,564,2019-06-21,3
17211,46,2019-06-21,8
17212,808,2019-06-21,24
17213,450,2019-06-21,25
17214,2690,2019-06-21,26
17215,298,2019-06-21,34
17216,582,2019-06-21,35
17217,648,2019-06-21,39
17218,2797,2019-06-21,47
17219,182,2019-06-21,55
17220,330,2010-06-22,3
17221,56,2010-06-22,8
17222,526,2010-06-22,24
17223,242,2010-06-22,25
17224,1717,2010-06-22,26
17225,194,2010-06-22,34
17226,273,2010-06-22,35
17227,388,2010-06-22,39
17228,1628,2010-06-22,47
17229,74,2010-06-22,55
17230,274,2011-06-22,3
17231,27,2011-06-22,8
17232,423,2011-06-22,24
17233,283,2011-06-22,25
17234,1539,2011-06-22,26
17235,138,2011-06-22,34
17236,301,2011-06-22,35
17237,278,2011-06-22,39
17238,1584,2011-06-22,47
17239,87,2011-06-22,55
17240,304,2012-06-22,3
17241,21,2012-06-22,8
17242,484,2012-06-22,24
17243,256,2012-06-22,25
17244,1846,2012-06-22,26
17245,137,2012-06-22,34
17246,234,2012-06-22,35
17247,376,2012-06-22,39
17248,1397,2012-06-22,47
17249,89,2012-06-22,55
17250,188,2013-06-22,3
17251,32,2013-06-22,8
17252,280,2013-06-22,24
17253,203,2013-06-22,25
17254,1167,2013-06-22,26
17255,142,2013-06-22,34
17256,243,2013-06-22,35
17257,344,2013-06-22,39
17258,1037,2013-06-22,47
17259,75,2013-06-22,55
17260,171,2014-06-22,3
17261,18,2014-06-22,8
17262,347,2014-06-22,24
17263,190,2014-06-22,25
17264,1425,2014-06-22,26
17265,135,2014-06-22,34
17266,227,2014-06-22,35
17267,471,2014-06-22,39
17268,1336,2014-06-22,47
17269,46,2014-06-22,55
17270,376,2015-06-22,3
17271,24,2015-06-22,8
17272,581,2015-06-22,24
17273,338,2015-06-22,25
17274,2065,2015-06-22,26
17275,192,2015-06-22,34
17276,350,2015-06-22,35
17277,532,2015-06-22,39
17278,1906,2015-06-22,47
17279,152,2015-06-22,55
17280,337,2016-06-22,3
17281,38,2016-06-22,8
17282,557,2016-06-22,24
17283,364,2016-06-22,25
17284,1875,2016-06-22,26
17285,289,2016-06-22,34
17286,454,2016-06-22,35
17287,473,2016-06-22,39
17288,1980,2016-06-22,47
17289,134,2016-06-22,55
17290,435,2017-06-22,3
17291,29,2017-06-22,8
17292,613,2017-06-22,24
17293,373,2017-06-22,25
17294,2098,2017-06-22,26
17295,195,2017-06-22,34
17296,486,2017-06-22,35
17297,528,2017-06-22,39
17298,1969,2017-06-22,47
17299,178,2017-06-22,55
17300,507,2018-06-22,3
17301,26,2018-06-22,8
17302,681,2018-06-22,24
17303,442,2018-06-22,25
17304,1968,2018-06-22,26
17305,241,2018-06-22,34
17306,425,2018-06-22,35
17307,516,2018-06-22,39
17308,1958,2018-06-22,47
17309,193,2018-06-22,55
17310,431,2019-06-22,3
17311,46,2019-06-22,8
17312,714,2019-06-22,24
17313,457,2019-06-22,25
17314,2430,2019-06-22,26
17315,267,2019-06-22,34
17316,488,2019-06-22,35
17317,747,2019-06-22,39
17318,2214,2019-06-22,47
17319,133,2019-06-22,55
17320,326,2010-06-23,3
17321,24,2010-06-23,8
17322,468,2010-06-23,24
17323,230,2010-06-23,25
17324,1715,2010-06-23,26
17325,179,2010-06-23,34
17326,266,2010-06-23,35
17327,533,2010-06-23,39
17328,1534,2010-06-23,47
17329,65,2010-06-23,55
17330,242,2011-06-23,3
17331,17,2011-06-23,8
17332,399,2011-06-23,24
17333,220,2011-06-23,25
17334,1527,2011-06-23,26
17335,124,2011-06-23,34
17336,294,2011-06-23,35
17337,301,2011-06-23,39
17338,1618,2011-06-23,47
17339,77,2011-06-23,55
17340,177,2012-06-23,3
17341,11,2012-06-23,8
17342,408,2012-06-23,24
17343,163,2012-06-23,25
17344,1233,2012-06-23,26
17345,107,2012-06-23,34
17346,189,2012-06-23,35
17347,365,2012-06-23,39
17348,1049,2012-06-23,47
17349,60,2012-06-23,55
17350,164,2013-06-23,3
17351,13,2013-06-23,8
17352,274,2013-06-23,24
17353,194,2013-06-23,25
17354,1082,2013-06-23,26
17355,98,2013-06-23,34
17356,178,2013-06-23,35
17357,315,2013-06-23,39
17358,986,2013-06-23,47
17359,46,2013-06-23,55
17360,351,2014-06-23,3
17361,38,2014-06-23,8
17362,488,2014-06-23,24
17363,329,2014-06-23,25
17364,1676,2014-06-23,26
17365,175,2014-06-23,34
17366,324,2014-06-23,35
17367,406,2014-06-23,39
17368,1708,2014-06-23,47
17369,124,2014-06-23,55
17370,433,2015-06-23,3
17371,47,2015-06-23,8
17372,546,2015-06-23,24
17373,372,2015-06-23,25
17374,1905,2015-06-23,26
17375,240,2015-06-23,34
17376,421,2015-06-23,35
17377,512,2015-06-23,39
17378,1840,2015-06-23,47
17379,128,2015-06-23,55
17380,362,2016-06-23,3
17381,47,2016-06-23,8
17382,513,2016-06-23,24
17383,352,2016-06-23,25
17384,1859,2016-06-23,26
17385,255,2016-06-23,34
17386,483,2016-06-23,35
17387,471,2016-06-23,39
17388,1958,2016-06-23,47
17389,147,2016-06-23,55
17390,423,2017-06-23,3
17391,27,2017-06-23,8
17392,511,2017-06-23,24
17393,325,2017-06-23,25
17394,1850,2017-06-23,26
17395,224,2017-06-23,34
17396,399,2017-06-23,35
17397,430,2017-06-23,39
17398,1775,2017-06-23,47
17399,164,2017-06-23,55
17400,424,2018-06-23,3
17401,20,2018-06-23,8
17402,599,2018-06-23,24
17403,363,2018-06-23,25
17404,1784,2018-06-23,26
17405,226,2018-06-23,34
17406,428,2018-06-23,35
17407,547,2018-06-23,39
17408,1993,2018-06-23,47
17409,148,2018-06-23,55
17410,385,2019-06-23,3
17411,29,2019-06-23,8
17412,728,2019-06-23,24
17413,424,2019-06-23,25
17414,2717,2019-06-23,26
17415,245,2019-06-23,34
17416,353,2019-06-23,35
17417,800,2019-06-23,39
17418,2128,2019-06-23,47
17419,131,2019-06-23,55
17420,252,2010-06-24,3
17421,25,2010-06-24,8
17422,407,2010-06-24,24
17423,496,2010-06-24,25
17424,1833,2010-06-24,26
17425,151,2010-06-24,34
17426,266,2010-06-24,35
17427,454,2010-06-24,39
17428,1517,2010-06-24,47
17429,54,2010-06-24,55
17430,251,2011-06-24,3
17431,17,2011-06-24,8
