,Unique Key,Complaint,timestamp_x,stations,StationName,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce
10372,166,water system,2015-07-14,26,LA GUARDIA AIRPORT,80.4,73.0,89.1,60.7,0.0,6.9,15.0,22.49875460079884,0,0.0,0
10371,23,water system,2015-07-14,25,KINGS POINT,76.9,73.8,79.9,40.13438489176157,0.0,6.0,8.0,14.280694408001153,0,0.0,0
10368,42,water system,2015-07-14,3,BERGEN POINT,78.8,73.6,83.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10369,4,other water,2015-07-14,8,CENTRAL PARK,79.5,72.0,89.1,60.6,0.0,2.3,7.0,12.696718200036381,0,0.0,0
10370,52,water system,2015-07-14,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.1,71.1,86.0,63.8,0.0,6.6,12.0,18.986568026501395,0,0.0,0
10373,16,water system,2015-07-14,55,THE BATTERY,77.3,73.4,81.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10422,49,water system,2015-07-15,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.9,72.0,84.0,68.2,0.0,5.4,14.0,18.1,1,0.0,0
10423,38,water system,2015-07-15,25,KINGS POINT,73.8,70.3,77.0,40.13438489176157,0.0,4.0,9.9,16.253687100554615,0,0.0,0
10424,167,water system,2015-07-15,26,LA GUARDIA AIRPORT,76.1,71.1,84.9,65.4,0.0,6.8,14.0,19.0,1,0.0,0
10421,3,other water,2015-07-15,8,CENTRAL PARK,75.3,73.0,88.0,64.9,0.0,2.1,6.0,11.514510248885408,1,0.0,0
10420,45,water system,2015-07-15,3,BERGEN POINT,74.7,71.2,78.6,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10425,20,water system,2015-07-15,55,THE BATTERY,75.0,73.4,78.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10472,57,water system,2015-07-16,3,BERGEN POINT,76.2,73.8,80.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10473,5,water system,2015-07-16,8,CENTRAL PARK,77.0,73.0,82.0,70.0,0.42,2.8,8.0,13.91336343034282,1,0.0,0
10475,28,water system,2015-07-16,25,KINGS POINT,74.5,72.7,77.4,40.13438489176157,0.0,2.9,12.0,18.561841583583945,0,0.0,0
10476,291,water system,2015-07-16,26,LA GUARDIA AIRPORT,75.9,71.1,81.0,70.0,0.95,6.5,15.9,22.9,1,0.0,0
10477,11,water system,2015-07-16,55,THE BATTERY,76.3,73.6,80.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10474,68,other,2015-07-16,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,76.6,73.0,82.0,70.8,0.13,4.7,15.0,22.246214553658735,1,0.0,0
10529,17,water system,2015-07-17,55,THE BATTERY,72.1,65.8,77.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10527,28,water system,2015-07-17,25,KINGS POINT,71.0,63.7,77.7,40.13438489176157,0.0,6.3,11.1,17.908805958803338,0,0.0,0
10528,195,water system,2015-07-17,26,LA GUARDIA AIRPORT,72.1,64.0,81.0,49.8,0.01,8.7,15.0,22.9,0,0.0,0
10524,33,water system,2015-07-17,3,BERGEN POINT,71.8,65.1,78.6,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10525,4,sanitary,2015-07-17,8,CENTRAL PARK,72.8,64.0,81.0,49.1,0.12,5.9,12.0,17.1,0,0.0,0
10526,51,water system,2015-07-17,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,73.0,66.0,82.0,50.8,0.04,10.7,18.1,22.9,0,0.0,0
10581,15,other water,2015-07-18,55,THE BATTERY,71.2,67.1,75.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10576,45,water system,2015-07-18,3,BERGEN POINT,71.9,63.7,79.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10578,142,window guard,2015-07-18,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,72.4,66.0,80.1,59.6,0.0,9.0,17.1,21.0,0,0.0,0
10579,40,water system,2015-07-18,25,KINGS POINT,71.3,68.0,74.7,40.13438489176157,0.0,7.6,14.0,21.419858487114283,0,0.0,0
10580,384,water system,2015-07-18,26,LA GUARDIA AIRPORT,73.5,64.0,80.1,57.6,0.0,9.0,17.1,22.9,0,0.0,0
10577,7,traffic,2015-07-18,8,CENTRAL PARK,72.5,64.0,81.0,57.8,0.0,3.1,7.0,15.9,0,0.0,0
10628,25,water system,2015-07-19,3,BERGEN POINT,76.6,71.6,87.4,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10631,39,water system,2015-07-19,25,KINGS POINT,74.3,71.1,81.1,40.13438489176157,0.0,9.6,14.0,21.649440348150733,0,0.0,0
10632,297,water system,2015-07-19,26,LA GUARDIA AIRPORT,76.3,68.0,86.0,65.4,0.0,9.5,14.0,20.0,1,0.0,0
10633,11,water system,2015-07-19,55,THE BATTERY,75.1,72.0,82.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10629,2,water system,2015-07-19,8,CENTRAL PARK,76.2,66.9,84.9,66.1,0.0,3.6,8.0,15.0,1,0.0,0
10630,123,water system,2015-07-19,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.9,66.9,82.9,66.8,0.0,10.4,15.0,22.900522857612646,1,0.0,0
10680,3,water system,2015-07-20,8,CENTRAL PARK,84.9,71.1,93.0,70.2,0.32,2.8,6.0,11.594863900248168,0,0.0,0
10684,14,water system,2015-07-20,55,THE BATTERY,81.4,75.0,89.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10681,44,water system,2015-07-20,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,80.1,73.0,89.1,72.5,0.02,9.0,17.1,25.1,0,0.0,0
10682,33,water system,2015-07-20,25,KINGS POINT,80.0,75.6,86.0,40.13438489176157,0.0,6.3,14.0,21.270630277440574,0,0.0,0
10679,63,water system,2015-07-20,3,BERGEN POINT,84.4,75.7,94.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10683,396,water system,2015-07-20,26,LA GUARDIA AIRPORT,84.3,72.0,93.9,70.6,0.18,5.9,15.0,18.1,0,0.0,0
10729,42,water system,2015-07-21,3,BERGEN POINT,87.3,81.3,92.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10733,393,water system,2015-07-21,26,LA GUARDIA AIRPORT,89.1,78.1,95.0,68.5,0.0,7.1,12.0,15.0,0,0.0,0
10731,44,water system,2015-07-21,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,85.5,75.0,95.0,70.7,0.0,8.7,14.0,21.546128510684326,0,0.0,0
10732,29,water system,2015-07-21,25,KINGS POINT,85.3,79.5,92.5,40.13438489176157,0.0,4.0,8.9,15.094437335507289,0,0.0,0
10734,22,water system,2015-07-21,55,THE BATTERY,85.1,79.5,90.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10730,5,water system,2015-07-21,8,CENTRAL PARK,88.0,78.1,93.9,68.8,0.0,4.1,8.9,17.1,0,0.0,0
10781,5,sanitary,2015-07-22,8,CENTRAL PARK,83.7,79.0,93.9,64.7,0.0,2.5,6.0,11.560426621092699,0,0.0,0
10782,52,water system,2015-07-22,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,84.0,79.0,95.0,68.0,0.0,7.2,13.0,20.21469234985966,0,0.0,0
10783,36,window guard,2015-07-22,25,KINGS POINT,80.5,74.7,86.9,40.13438489176157,0.0,3.1,12.0,18.584799769687592,0,0.0,0
10784,166,water system,2015-07-22,26,LA GUARDIA AIRPORT,86.0,80.1,95.0,63.8,0.0,6.3,18.1,25.1,0,0.0,0
10785,10,other water,2015-07-22,55,THE BATTERY,82.2,77.9,86.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10780,38,water system,2015-07-22,3,BERGEN POINT,84.2,79.2,90.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10836,18,water system,2015-07-23,55,THE BATTERY,76.1,70.0,81.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10832,3,water system,2015-07-23,8,CENTRAL PARK,77.3,69.1,89.1,53.4,0.0,4.5,11.1,20.0,0,0.0,0
10833,48,water system,2015-07-23,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,79.9,72.0,89.1,53.0,0.0,12.3,17.1,26.0,0,0.0,0
10834,40,water system,2015-07-23,25,KINGS POINT,75.1,69.8,79.7,40.13438489176157,0.0,8.3,12.0,19.181712608382387,0,0.0,0
10835,142,water system,2015-07-23,26,LA GUARDIA AIRPORT,77.1,71.1,91.9,54.8,0.0,11.8,18.1,24.1,1,0.0,0
10831,41,water system,2015-07-23,3,BERGEN POINT,76.4,70.2,82.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10882,35,water system,2015-07-24,3,BERGEN POINT,75.4,65.7,82.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10883,3,sanitary,2015-07-24,8,CENTRAL PARK,76.7,68.0,86.0,49.0,0.0,4.1,7.0,14.0,0,0.0,0
10886,151,water system,2015-07-24,26,LA GUARDIA AIRPORT,77.1,71.1,86.0,50.7,0.0,9.2,15.0,20.0,0,0.0,0
10885,25,water system,2015-07-24,25,KINGS POINT,74.8,69.8,80.1,40.13438489176157,0.0,5.3,12.0,18.837339816827697,0,0.0,0
10887,26,water system,2015-07-24,55,THE BATTERY,75.5,69.8,81.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10884,60,water system,2015-07-24,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,78.8,70.0,89.1,48.6,0.0,9.4,14.0,22.0,0,0.0,0
10938,14,water system,2015-07-25,55,THE BATTERY,76.7,71.4,81.7,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10933,58,water system,2015-07-25,3,BERGEN POINT,75.7,69.1,82.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10934,5,water system,2015-07-25,8,CENTRAL PARK,77.8,68.0,87.1,49.0,0.0,2.1,7.0,12.673760013932734,0,0.0,0
10935,191,water system,2015-07-25,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,78.3,68.0,88.0,49.9,0.0,6.8,11.1,14.0,0,0.0,0
10937,369,water system,2015-07-25,26,LA GUARDIA AIRPORT,78.2,71.1,84.9,50.0,0.0,5.4,9.9,14.0,0,0.0,0
10936,36,water system,2015-07-25,25,KINGS POINT,75.4,68.9,82.8,40.13438489176157,0.0,2.8,8.9,14.956688218885413,0,0.0,0
10986,2,traffic,2015-07-26,8,CENTRAL PARK,78.2,69.1,88.0,54.5,0.0,2.5,5.1,10.517101832550107,0,0.0,0
10988,27,water system,2015-07-26,25,KINGS POINT,74.6,68.4,80.4,40.13438489176157,0.0,5.1,11.1,17.771056842181462,0,0.0,0
10989,267,water system,2015-07-26,26,LA GUARDIA AIRPORT,78.1,71.1,84.9,55.9,0.0,6.3,14.0,17.1,0,0.0,0
10987,113,water system,2015-07-26,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.5,68.0,87.1,58.5,0.0,7.7,12.0,19.11283805007145,0,0.0,0
10985,23,water system,2015-07-26,3,BERGEN POINT,76.5,68.2,83.3,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
10990,8,water system,2015-07-26,55,THE BATTERY,76.9,71.8,81.7,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11040,26,water system,2015-07-27,25,KINGS POINT,76.5,72.7,81.5,40.13438489176157,0.0,8.5,17.1,25.11684459622739,0,0.0,0
11038,3,sanitary,2015-07-27,8,CENTRAL PARK,79.8,69.1,90.0,61.4,0.0,3.6,7.0,20.0,0,0.0,0
11037,46,water system,2015-07-27,3,BERGEN POINT,79.4,71.2,89.6,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11041,152,water system,2015-07-27,26,LA GUARDIA AIRPORT,79.8,71.1,89.1,61.7,0.0,9.6,18.1,24.1,1,0.0,0
11042,16,water system,2015-07-27,55,THE BATTERY,77.8,73.0,84.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11039,49,water system,2015-07-27,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,78.6,70.0,87.1,64.3,0.0,10.1,22.9,28.9,0,0.0,0
11092,24,water system,2015-07-28,25,KINGS POINT,77.0,73.9,80.8,40.13438489176157,0.0,7.8,14.0,21.442816673217923,0,0.0,0
11090,3,water system,2015-07-28,8,CENTRAL PARK,78.5,71.1,90.0,65.3,0.36,2.8,6.0,15.0,1,0.0,0
11093,174,other,2015-07-28,26,LA GUARDIA AIRPORT,79.9,75.0,89.1,63.6,0.05,8.6,15.9,19.0,1,0.0,0
11094,19,water system,2015-07-28,55,THE BATTERY,76.9,72.5,81.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11089,44,water system,2015-07-28,3,BERGEN POINT,78.1,72.5,83.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11091,41,water system,2015-07-28,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,78.5,71.1,87.1,66.5,0.0,9.2,19.0,22.9,1,0.0,0
11146,8,water system,2015-07-29,55,THE BATTERY,78.0,73.0,87.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11142,3,vent,2015-07-29,8,CENTRAL PARK,82.7,71.1,95.0,65.1,0.0,2.2,5.1,10.482664553394637,0,0.0,0
11143,38,water system,2015-07-29,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,79.6,73.0,89.1,70.0,0.0,7.9,14.0,21.454295766269745,0,0.0,0
11141,36,water system,2015-07-29,3,BERGEN POINT,80.6,72.1,90.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11145,363,water system,2015-07-29,26,LA GUARDIA AIRPORT,82.8,75.9,93.9,65.2,0.0,5.0,9.9,14.0,0,0.0,0
11144,26,water system,2015-07-29,25,KINGS POINT,80.1,73.8,90.9,40.13438489176157,0.0,3.7,13.0,19.81292409304585,0,0.0,0
11193,46,water system,2015-07-30,3,BERGEN POINT,83.2,74.5,92.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11194,4,water system,2015-07-30,8,CENTRAL PARK,85.4,75.0,96.1,65.7,0.0,2.7,7.0,12.742634572243672,0,0.0,0
11195,63,water system,2015-07-30,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,84.0,73.0,95.0,68.8,0.0,7.9,17.1,21.0,0,0.0,0
11196,45,water system,2015-07-30,25,KINGS POINT,81.8,76.5,89.1,40.13438489176157,0.0,3.2,15.0,22.07402815788139,0,0.0,0
11197,185,water system,2015-07-30,26,LA GUARDIA AIRPORT,86.3,75.9,95.0,65.2,0.0,5.8,13.0,20.0,0,0.0,0
11198,14,water system,2015-07-30,55,THE BATTERY,81.9,75.4,88.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11246,3,water system,2015-07-31,8,CENTRAL PARK,80.5,75.2,86.0,71.9,0.0,4.6,8.9,19.0,1,0.0,0
11247,49,water system,2015-07-31,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,79.2,73.9,95.0,72.6,0.0,10.5,20.0,27.0,1,0.0,0
11250,15,water system,2015-07-31,55,THE BATTERY,79.2,74.8,84.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11248,31,water system,2015-07-31,25,KINGS POINT,78.2,72.1,81.3,40.13438489176157,0.0,6.2,21.0,29.37389953972003,0,0.0,0
11249,177,water system,2015-07-31,26,LA GUARDIA AIRPORT,82.1,75.0,95.0,71.5,0.0,8.8,15.9,31.1,1,0.0,0
11245,68,water system,2015-07-31,3,BERGEN POINT,81.7,76.1,90.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11302,8,water system,2015-08-01,55,THE BATTERY,79.3,74.7,88.3,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11297,48,water system,2015-08-01,3,BERGEN POINT,79.9,72.1,88.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11301,346,water system,2015-08-01,26,LA GUARDIA AIRPORT,81.1,73.9,91.0,62.0,1.62,6.8,11.1,19.0,0,0.0,0
11300,31,water system,2015-08-01,25,KINGS POINT,78.1,72.7,84.4,40.13438489176157,0.0,3.9,9.9,16.24220800750279,0,0.0,0
11299,123,water system,2015-08-01,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,81.3,73.0,93.0,63.4,0.97,7.4,15.0,18.1,0,0.0,0
11298,3,sanitary,2015-08-01,8,CENTRAL PARK,80.5,72.0,89.1,61.4,1.95,3.3,6.0,15.0,0,0.0,0
11350,42,water system,2015-08-02,3,BERGEN POINT,80.9,72.7,88.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11351,3,other water,2015-08-02,8,CENTRAL PARK,81.6,72.0,89.1,57.2,0.0,3.8,9.9,17.1,0,0.0,0
11353,32,water system,2015-08-02,25,KINGS POINT,79.9,75.9,84.7,40.13438489176157,0.0,6.5,13.0,20.134338698496894,0,0.0,0
11354,380,water system,2015-08-02,26,LA GUARDIA AIRPORT,83.7,73.9,91.0,56.4,0.0,7.8,14.0,24.1,0,0.0,0
11355,13,water system,2015-08-02,55,THE BATTERY,79.8,73.6,86.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11352,133,water system,2015-08-02,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,81.9,73.0,93.0,60.3,0.0,10.5,19.0,22.0,0,0.0,0
11406,31,water system,2015-08-03,25,KINGS POINT,77.3,69.6,82.6,40.13438489176157,0.0,4.4,12.0,18.73402797936129,0,0.0,0
11403,44,water system,2015-08-03,3,BERGEN POINT,78.8,68.9,87.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11404,5,water system,2015-08-03,8,CENTRAL PARK,79.9,71.1,89.1,55.9,0.0,2.0,5.1,10.459706367290993,0,0.0,0
11405,45,water system,2015-08-03,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,81.3,70.0,91.0,57.2,0.0,6.4,14.0,17.1,0,0.0,0
11408,7,other water,2015-08-03,55,THE BATTERY,78.4,72.1,84.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11407,178,window guard,2015-08-03,26,LA GUARDIA AIRPORT,81.0,73.0,90.0,56.7,0.0,6.5,15.0,20.0,0,0.0,0
11459,75,water system,2015-08-04,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,79.2,70.0,89.1,65.7,0.0,11.1,22.0,28.9,0,0.0,0
11457,50,water system,2015-08-04,3,BERGEN POINT,81.2,71.2,92.3,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11462,20,water system,2015-08-04,55,THE BATTERY,79.2,73.2,86.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11460,50,water system,2015-08-04,25,KINGS POINT,78.2,73.6,84.2,40.13438489176157,0.0,8.9,15.0,22.728336461835298,0,0.0,0
11461,192,water system,2015-08-04,26,LA GUARDIA AIRPORT,82.5,73.0,91.9,60.5,0.0,9.1,15.9,22.9,0,0.0,0
11458,4,other water,2015-08-04,8,CENTRAL PARK,81.3,71.1,89.1,60.0,0.0,3.7,8.0,15.9,0,0.0,0
11511,51,water system,2015-08-05,3,BERGEN POINT,80.7,68.9,88.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11515,138,window guard,2015-08-05,26,LA GUARDIA AIRPORT,83.1,69.8,91.0,60.6,0.3,9.7,17.1,35.9,1,0.0,0
11516,21,water system,2015-08-05,55,THE BATTERY,79.0,70.9,86.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11512,5,water system,2015-08-05,8,CENTRAL PARK,80.7,69.1,90.0,61.2,0.43,4.6,15.0,32.1,1,0.0,0
11514,56,water system,2015-08-05,25,KINGS POINT,78.7,68.7,85.5,40.13438489176157,0.0,9.3,15.0,22.774252834042592,0,0.0,0
11513,44,water system,2015-08-05,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,80.8,70.0,91.9,65.8,0.01,10.9,19.0,31.1,1,0.0,0
11568,32,water system,2015-08-06,25,KINGS POINT,76.9,69.4,83.7,40.13438489176157,0.0,4.4,12.0,18.73402797936129,0,0.0,0
11569,142,water system,2015-08-06,26,LA GUARDIA AIRPORT,80.5,70.0,91.0,56.6,0.0,6.3,14.0,20.0,0,0.0,0
11566,3,water system,2015-08-06,8,CENTRAL PARK,79.3,69.1,89.1,55.3,0.0,2.6,7.0,14.0,0,0.0,0
11565,52,water system,2015-08-06,3,BERGEN POINT,78.6,68.7,86.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11570,14,water system,2015-08-06,55,THE BATTERY,78.8,73.2,84.6,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11567,53,water system,2015-08-06,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,82.1,70.0,91.9,54.1,0.0,8.2,17.1,25.1,0,0.0,0
11624,17,water system,2015-08-07,55,THE BATTERY,75.1,69.4,80.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11623,167,water system,2015-08-07,26,LA GUARDIA AIRPORT,76.3,64.9,88.0,52.5,0.0,6.7,11.1,15.9,0,0.0,0
11622,35,water system,2015-08-07,25,KINGS POINT,74.9,69.3,80.2,40.13438489176157,0.0,3.8,8.9,15.071479149403643,0,0.0,0
11621,54,water system,2015-08-07,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.5,69.1,91.0,51.3,0.0,7.9,14.0,22.0,0,0.0,0
11619,55,water system,2015-08-07,3,BERGEN POINT,75.8,66.6,82.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11620,3,Taxi,2015-08-07,8,CENTRAL PARK,75.6,66.9,87.1,52.2,0.0,2.7,5.1,10.540060018653751,0,0.0,0
11673,69,water system,2015-08-08,3,BERGEN POINT,75.2,69.6,80.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11674,3,water system,2015-08-08,8,CENTRAL PARK,76.4,66.9,84.0,53.9,0.0,4.3,8.0,14.085549826120165,0,0.0,0
11675,196,water system,2015-08-08,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,76.7,69.1,86.0,58.3,0.0,6.2,14.0,15.0,0,0.0,0
11677,449,water system,2015-08-08,26,LA GUARDIA AIRPORT,75.8,69.1,82.0,56.5,0.0,8.3,12.0,19.181712608382387,0,0.0,0
11678,19,water system,2015-08-08,55,THE BATTERY,76.1,71.8,82.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11676,49,water system,2015-08-08,25,KINGS POINT,74.2,67.8,81.0,40.13438489176157,0.0,3.9,8.9,15.082958242455465,0,0.0,0
11728,4,water system,2015-08-09,8,CENTRAL PARK,74.7,68.0,84.0,55.3,0.0,3.4,8.0,13.982237988653758,0,0.0,0
11727,38,water system,2015-08-09,3,BERGEN POINT,73.9,68.9,79.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11730,47,water system,2015-08-09,25,KINGS POINT,72.9,67.1,80.1,40.13438489176157,0.0,2.9,7.0,12.765592758347314,0,0.0,0
11731,453,water system,2015-08-09,26,LA GUARDIA AIRPORT,74.7,69.1,82.0,57.0,0.0,6.0,9.9,16.483268961591072,0,0.0,0
11732,12,water system,2015-08-09,55,THE BATTERY,74.9,71.6,79.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11729,201,water system,2015-08-09,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.9,66.9,86.0,56.4,0.0,6.7,11.1,17.954722331010625,0,0.0,0
11786,9,water system,2015-08-10,55,THE BATTERY,74.7,70.3,82.6,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11785,137,water system,2015-08-10,26,LA GUARDIA AIRPORT,75.7,69.1,87.1,57.0,0.0,6.8,12.0,15.9,0,0.0,0
11784,41,water system,2015-08-10,25,KINGS POINT,73.4,68.2,81.9,40.13438489176157,0.0,3.3,8.0,13.970758895601936,0,0.0,0
11783,45,water system,2015-08-10,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.4,66.0,87.1,57.9,0.0,6.9,14.0,18.1,0,0.0,0
11781,35,water system,2015-08-10,3,BERGEN POINT,74.1,69.4,82.6,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11782,4,water system,2015-08-10,8,CENTRAL PARK,75.0,68.0,84.9,57.0,0.0,2.9,7.0,12.765592758347314,0,0.0,0
11840,10,water system,2015-08-11,55,THE BATTERY,73.3,71.1,76.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11836,3,water system,2015-08-11,8,CENTRAL PARK,74.9,68.0,84.9,60.0,0.0,3.6,8.0,15.0,0,0.0,0
11838,48,water system,2015-08-11,25,KINGS POINT,72.2,67.8,76.1,40.13438489176157,0.0,6.4,14.0,21.2821093704924,0,0.0,0
11837,49,water system,2015-08-11,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.7,66.0,87.1,61.9,0.0,7.3,15.0,18.1,0,0.0,0
11835,34,water system,2015-08-11,3,BERGEN POINT,72.9,68.2,77.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11839,123,water system,2015-08-11,26,LA GUARDIA AIRPORT,74.5,70.0,84.0,60.5,0.0,8.5,14.0,19.0,0,0.0,0
11892,34,water system,2015-08-12,25,KINGS POINT,73.7,70.7,77.5,40.13438489176157,0.0,9.6,19.0,27.44568917338736,0,0.0,0
11890,7,animal,2015-08-12,8,CENTRAL PARK,74.9,70.0,84.0,66.5,0.59,3.9,7.0,12.880383688865544,1,0.0,0
11893,158,water system,2015-08-12,26,LA GUARDIA AIRPORT,75.1,71.1,82.4,66.3,0.67,10.9,19.0,27.0,1,0.0,0
11889,54,water system,2015-08-12,3,BERGEN POINT,74.4,70.0,81.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11891,56,water system,2015-08-12,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.7,68.0,81.0,67.4,0.77,12.4,22.0,34.0,1,0.0,0
11894,11,water system,2015-08-12,55,THE BATTERY,73.8,70.7,77.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11943,53,water system,2015-08-13,3,BERGEN POINT,75.9,68.5,84.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11944,2,Taxi,2015-08-13,8,CENTRAL PARK,77.0,71.1,84.9,59.7,0.58,3.8,8.0,15.0,0,0.0,0
11945,49,water system,2015-08-13,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,79.2,72.0,88.0,60.8,0.36,9.3,14.0,21.0,0,0.0,0
11946,33,water system,2015-08-13,25,KINGS POINT,75.4,70.5,81.0,40.13438489176157,0.0,5.7,9.9,16.448831682435607,0,0.0,0
11948,17,water system,2015-08-13,55,THE BATTERY,76.0,71.1,82.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
11947,146,water system,2015-08-13,26,LA GUARDIA AIRPORT,77.3,71.1,84.9,60.5,0.51,9.4,14.0,19.0,0,0.0,0
